p,delta,m,power_1,power_2,power_3
0.5,0.06,210.0,0.97,0.04,0.07
0.5,0.07,210.0,1.0,0.08,0.04
0.5,0.08,210.0,1.0,0.05,0.03
0.5,0.09,210.0,1.0,0.05,0.05
0.5,0.1,210.0,1.0,0.07,0.04
0.5,0.11,210.0,1.0,0.08,0.04
0.5,0.12,210.0,1.0,0.08,0.08
0.5,0.13,210.0,1.0,0.02,0.03
0.5,0.14,210.0,1.0,0.04,0.06
0.5,0.15,210.0,1.0,0.04,0.04
0.5,0.16,210.0,1.0,0.04,0.04
0.5,0.17,210.0,1.0,0.08,0.03
0.5,0.18,210.0,1.0,0.06,0.07
0.5,0.19,210.0,1.0,0.06,0.05
0.5,0.2,210.0,1.0,0.07,0.04
0.5,0.21,210.0,1.0,0.03,0.04
0.5,0.22,210.0,1.0,0.02,0.04
0.5,0.23,210.0,1.0,0.04,0.05
0.5,0.24,210.0,1.0,0.03,0.04
0.5,0.25,210.0,1.0,0.07,0.05
0.5,0.26,210.0,1.0,0.06,0.03
0.5,0.27,210.0,1.0,0.06,0.06
0.5,0.28,210.0,1.0,0.03,0.08
0.5,0.29,210.0,1.0,0.04,0.07
0.5,0.3,210.0,1.0,0.02,0.03
0.5,0.31,210.0,1.0,0.09,0.07
0.5,0.32,210.0,1.0,0.06,0.07
0.5,0.33,210.0,1.0,0.07,0.07
0.5,0.34,210.0,1.0,0.07,0.08
0.5,0.35000000000000003,210.0,1.0,0.03,0.05
0.5,0.36,210.0,1.0,0.06,0.04
0.5,0.37,210.0,1.0,0.06,0.08
0.5,0.38,210.0,1.0,0.04,0.06
0.5,0.39,210.0,1.0,0.07,0.07
0.5,0.4,210.0,1.0,0.02,0.05
0.5,0.41000000000000003,210.0,1.0,0.04,0.08
0.5,0.42,210.0,1.0,0.03,0.03
0.5,0.43,210.0,1.0,0.07,0.03
0.5,0.44,210.0,1.0,0.05,0.03
0.5,0.45,210.0,1.0,0.06,0.02
0.5,0.46,210.0,1.0,0.08,0.06
0.5,0.47000000000000003,210.0,1.0,0.06,0.06
0.5,0.48,210.0,1.0,0.04,0.07
0.5,0.49,210.0,1.0,0.07,0.02
0.5,0.5,210.0,1.0,0.08,0.06
0.5,0.01,220.0,0.11,0.02,0.05
0.5,0.02,220.0,0.26,0.08,0.07
0.5,0.03,220.0,0.58,0.07,0.03
0.5,0.04,220.0,0.73,0.06,0.06
0.5,0.05,220.0,0.86,0.06,0.1
0.5,0.06,220.0,0.97,0.05,0.03
0.5,0.07,220.0,1.0,0.05,0.08
0.5,0.08,220.0,1.0,0.03,0.09
0.5,0.09,220.0,1.0,0.08,0.06
0.5,0.1,220.0,1.0,0.06,0.05
0.5,0.11,220.0,1.0,0.05,0.05
0.5,0.12,220.0,1.0,0.07,0.09
0.5,0.13,220.0,1.0,0.07,0.07
0.5,0.14,220.0,1.0,0.05,0.04
0.5,0.15,220.0,1.0,0.02,0.08
0.5,0.16,220.0,1.0,0.02,0.04
0.5,0.17,220.0,1.0,0.05,0.06
0.5,0.18,220.0,1.0,0.08,0.08
0.5,0.19,220.0,1.0,0.05,0.04
0.5,0.2,220.0,1.0,0.05,0.04
0.5,0.21,220.0,1.0,0.01,0.06
0.5,0.22,220.0,1.0,0.06,0.07
0.5,0.23,220.0,1.0,0.05,0.07
0.5,0.24,220.0,1.0,0.04,0.07
0.5,0.25,220.0,1.0,0.04,0.06
0.5,0.26,220.0,1.0,0.01,0.04
0.5,0.27,220.0,1.0,0.04,0.04
0.5,0.28,220.0,1.0,0.08,0.02
0.5,0.29,220.0,1.0,0.02,0.03
0.5,0.3,220.0,1.0,0.05,0.04
0.5,0.31,220.0,1.0,0.03,0.07
0.5,0.32,220.0,1.0,0.07,0.01
0.5,0.33,220.0,1.0,0.11,0.01
0.5,0.34,220.0,1.0,0.02,0.02
0.5,0.35000000000000003,220.0,1.0,0.05,0.05
0.5,0.36,220.0,1.0,0.04,0.04
0.5,0.37,220.0,1.0,0.05,0.08
0.5,0.38,220.0,1.0,0.03,0.05
0.5,0.39,220.0,1.0,0.04,0.04
0.5,0.4,220.0,1.0,0.07,0.01
0.5,0.41000000000000003,220.0,1.0,0.06,0.07
0.5,0.42,220.0,1.0,0.08,0.04
0.5,0.43,220.0,1.0,0.04,0.08
0.5,0.44,220.0,1.0,0.05,0.06
0.5,0.45,220.0,1.0,0.04,0.01
0.5,0.46,220.0,1.0,0.04,0.04
0.5,0.47000000000000003,220.0,1.0,0.09,0.07
0.5,0.48,220.0,1.0,0.04,0.06
0.5,0.49,220.0,1.0,0.03,0.06
0.5,0.5,220.0,1.0,0.03,0.1
0.5,0.01,230.0,0.07,0.04,0.06
0.5,0.02,230.0,0.29,0.04,0.08
0.5,0.03,230.0,0.42,0.05,0.02
0.5,0.04,230.0,0.78,0.03,0.06
0.5,0.05,230.0,0.94,0.07,0.05
0.5,0.06,230.0,0.95,0.08,0.03
0.5,0.07,230.0,1.0,0.05,0.05
0.5,0.08,230.0,1.0,0.07,0.06
0.5,0.09,230.0,1.0,0.08,0.04
0.5,0.1,230.0,1.0,0.05,0.07
0.5,0.11,230.0,1.0,0.04,0.02
0.5,0.12,230.0,1.0,0.04,0.06
0.5,0.13,230.0,1.0,0.07,0.08
0.5,0.14,230.0,1.0,0.05,0.03
0.5,0.15,230.0,1.0,0.09,0.06
0.5,0.16,230.0,1.0,0.03,0.04
0.5,0.17,230.0,1.0,0.03,0.04
0.5,0.18,230.0,1.0,0.02,0.07
0.5,0.19,230.0,1.0,0.03,0.06
0.5,0.2,230.0,1.0,0.05,0.02
0.5,0.21,230.0,1.0,0.04,0.06
0.5,0.22,230.0,1.0,0.04,0.05
0.5,0.23,230.0,1.0,0.05,0.04
0.5,0.24,230.0,1.0,0.04,0.04
0.5,0.25,230.0,1.0,0.03,0.05
0.5,0.26,230.0,1.0,0.06,0.03
0.5,0.27,230.0,1.0,0.06,0.03
0.5,0.28,230.0,1.0,0.04,0.09
0.5,0.29,230.0,1.0,0.02,0.09
0.5,0.3,230.0,1.0,0.08,0.04
0.5,0.31,230.0,1.0,0.09,0.0
0.5,0.32,230.0,1.0,0.07,0.06
0.5,0.33,230.0,1.0,0.01,0.11
0.5,0.34,230.0,1.0,0.06,0.04
0.5,0.35000000000000003,230.0,1.0,0.04,0.02
0.5,0.36,230.0,1.0,0.07,0.03
0.5,0.37,230.0,1.0,0.05,0.05
0.5,0.38,230.0,1.0,0.05,0.02
0.5,0.39,230.0,1.0,0.07,0.05
0.5,0.4,230.0,1.0,0.04,0.04
0.5,0.41000000000000003,230.0,1.0,0.04,0.06
0.5,0.42,230.0,1.0,0.09,0.03
0.5,0.43,230.0,1.0,0.03,0.07
0.5,0.44,230.0,1.0,0.05,0.01
0.5,0.45,230.0,1.0,0.08,0.03
0.5,0.46,230.0,1.0,0.04,0.06
0.5,0.47000000000000003,230.0,1.0,0.04,0.05
0.5,0.48,230.0,1.0,0.02,0.03
0.5,0.49,230.0,1.0,0.06,0.05
0.5,0.5,230.0,1.0,0.06,0.08
0.5,0.01,240.0,0.16,0.05,0.08
0.5,0.02,240.0,0.28,0.07,0.06
0.5,0.03,240.0,0.58,0.04,0.06
0.5,0.04,240.0,0.81,0.05,0.07
0.5,0.05,240.0,0.96,0.04,0.04
0.5,0.06,240.0,0.99,0.01,0.07
0.5,0.07,240.0,1.0,0.03,0.04
0.5,0.08,240.0,1.0,0.0,0.08
0.5,0.09,240.0,1.0,0.06,0.03
0.5,0.1,240.0,1.0,0.08,0.04
0.5,0.11,240.0,1.0,0.03,0.04
0.5,0.12,240.0,1.0,0.03,0.09
0.5,0.13,240.0,1.0,0.01,0.01
0.5,0.14,240.0,1.0,0.07,0.05
0.5,0.15,240.0,1.0,0.05,0.05
0.5,0.16,240.0,1.0,0.06,0.12
0.5,0.17,240.0,1.0,0.05,0.06
0.5,0.18,240.0,1.0,0.06,0.07
0.5,0.19,240.0,1.0,0.06,0.03
0.5,0.2,240.0,1.0,0.07,0.04
0.5,0.21,240.0,1.0,0.04,0.05
0.5,0.22,240.0,1.0,0.07,0.04
0.5,0.23,240.0,1.0,0.06,0.04
0.5,0.24,240.0,1.0,0.08,0.04
0.5,0.25,240.0,1.0,0.11,0.07
0.5,0.26,240.0,1.0,0.08,0.04
0.5,0.27,240.0,1.0,0.02,0.07
0.5,0.28,240.0,1.0,0.03,0.05
0.5,0.29,240.0,1.0,0.03,0.02
0.5,0.3,240.0,1.0,0.06,0.02
0.5,0.31,240.0,1.0,0.05,0.05
0.5,0.32,240.0,1.0,0.04,0.04
0.5,0.33,240.0,1.0,0.05,0.03
0.5,0.34,240.0,1.0,0.04,0.03
0.5,0.35000000000000003,240.0,1.0,0.07,0.06
0.5,0.36,240.0,1.0,0.08,0.03
0.5,0.37,240.0,1.0,0.02,0.07
0.5,0.38,240.0,1.0,0.07,0.12
0.5,0.39,240.0,1.0,0.04,0.05
0.5,0.4,240.0,1.0,0.07,0.08
0.5,0.41000000000000003,240.0,1.0,0.03,0.07
0.5,0.42,240.0,1.0,0.1,0.07
0.5,0.43,240.0,1.0,0.05,0.04
0.5,0.44,240.0,1.0,0.06,0.03
0.5,0.45,240.0,1.0,0.08,0.07
0.5,0.46,240.0,1.0,0.03,0.07
0.5,0.47000000000000003,240.0,1.0,0.05,0.05
0.5,0.48,240.0,1.0,0.04,0.06
0.5,0.49,240.0,1.0,0.03,0.04
0.5,0.5,240.0,1.0,0.02,0.02
0.5,0.01,250.0,0.08,0.03,0.05
0.5,0.02,250.0,0.24,0.03,0.02
0.5,0.03,250.0,0.5,0.07,0.1
0.5,0.04,250.0,0.82,0.05,0.07
0.5,0.05,250.0,0.96,0.03,0.03
0.5,0.06,250.0,1.0,0.05,0.06
0.5,0.07,250.0,1.0,0.06,0.03
0.5,0.08,250.0,1.0,0.06,0.07
0.5,0.09,250.0,1.0,0.07,0.06
0.5,0.1,250.0,1.0,0.07,0.06
0.5,0.11,250.0,1.0,0.04,0.03
0.5,0.12,250.0,1.0,0.08,0.03
0.5,0.13,250.0,1.0,0.05,0.03
0.5,0.14,250.0,1.0,0.02,0.03
0.5,0.15,250.0,1.0,0.06,0.05
0.5,0.16,250.0,1.0,0.06,0.06
0.5,0.17,250.0,1.0,0.06,0.01
0.5,0.18,250.0,1.0,0.04,0.08
0.5,0.19,250.0,1.0,0.09,0.06
0.5,0.2,250.0,1.0,0.06,0.07
0.5,0.21,250.0,1.0,0.05,0.04
0.5,0.22,250.0,1.0,0.04,0.01
0.5,0.23,250.0,1.0,0.03,0.05
0.5,0.24,250.0,1.0,0.04,0.04
0.5,0.25,250.0,1.0,0.03,0.06
0.5,0.26,250.0,1.0,0.02,0.1
0.5,0.27,250.0,1.0,0.01,0.04
0.5,0.28,250.0,1.0,0.03,0.07
0.5,0.29,250.0,1.0,0.03,0.07
0.5,0.3,250.0,1.0,0.02,0.04
0.5,0.31,250.0,1.0,0.05,0.06
0.5,0.32,250.0,1.0,0.06,0.07
0.5,0.33,250.0,1.0,0.05,0.04
0.5,0.34,250.0,1.0,0.06,0.04
0.5,0.35000000000000003,250.0,1.0,0.07,0.04
0.5,0.36,250.0,1.0,0.07,0.04
0.5,0.37,250.0,1.0,0.02,0.03
0.5,0.38,250.0,1.0,0.06,0.07
0.5,0.39,250.0,1.0,0.06,0.04
0.5,0.4,250.0,1.0,0.02,0.04
0.5,0.41000000000000003,250.0,1.0,0.06,0.06
0.5,0.42,250.0,1.0,0.03,0.03
0.5,0.43,250.0,1.0,0.08,0.06
0.5,0.44,250.0,1.0,0.03,0.07
0.5,0.45,250.0,1.0,0.06,0.08
0.5,0.46,250.0,1.0,0.04,0.04
0.5,0.47000000000000003,250.0,1.0,0.04,0.06
0.5,0.48,250.0,1.0,0.03,0.04
0.5,0.49,250.0,1.0,0.07,0.09
0.5,0.5,250.0,1.0,0.05,0.04
0.5,0.01,260.0,0.15,0.02,0.03
0.5,0.02,260.0,0.3,0.03,0.05
0.5,0.03,260.0,0.52,0.04,0.07
0.5,0.04,260.0,0.87,0.07,0.03
0.5,0.05,260.0,0.98,0.02,0.01
0.5,0.06,260.0,1.0,0.08,0.12
0.5,0.07,260.0,1.0,0.02,0.07
0.5,0.08,260.0,1.0,0.02,0.05
0.5,0.09,260.0,1.0,0.04,0.04
0.5,0.1,260.0,1.0,0.03,0.04
0.5,0.11,260.0,1.0,0.07,0.08
0.5,0.12,260.0,1.0,0.06,0.07
0.5,0.13,260.0,1.0,0.07,0.05
0.5,0.14,260.0,1.0,0.06,0.04
0.5,0.15,260.0,1.0,0.02,0.04
0.5,0.16,260.0,1.0,0.02,0.01
0.5,0.17,260.0,1.0,0.01,0.02
0.5,0.18,260.0,1.0,0.07,0.06
0.5,0.19,260.0,1.0,0.08,0.07
0.5,0.2,260.0,1.0,0.03,0.01
0.5,0.21,260.0,1.0,0.06,0.02
0.5,0.22,260.0,1.0,0.05,0.07
0.5,0.23,260.0,1.0,0.09,0.04
0.5,0.24,260.0,1.0,0.06,0.04
0.5,0.25,260.0,1.0,0.06,0.03
0.5,0.26,260.0,1.0,0.05,0.07
0.5,0.27,260.0,1.0,0.05,0.01
0.5,0.28,260.0,1.0,0.02,0.05
0.5,0.29,260.0,1.0,0.07,0.04
0.5,0.3,260.0,1.0,0.07,0.07
0.5,0.31,260.0,1.0,0.04,0.04
0.5,0.32,260.0,1.0,0.04,0.05
0.5,0.33,260.0,1.0,0.05,0.1
0.5,0.34,260.0,1.0,0.08,0.07
0.5,0.35000000000000003,260.0,1.0,0.04,0.06
0.5,0.36,260.0,1.0,0.07,0.07
0.5,0.37,260.0,1.0,0.03,0.06
0.5,0.38,260.0,1.0,0.04,0.0
0.5,0.39,260.0,1.0,0.04,0.05
0.5,0.4,260.0,1.0,0.05,0.06
0.5,0.41000000000000003,260.0,1.0,0.04,0.04
0.5,0.42,260.0,1.0,0.08,0.02
0.5,0.43,260.0,1.0,0.04,0.05
0.5,0.44,260.0,1.0,0.03,0.09
0.5,0.45,260.0,1.0,0.02,0.0
0.5,0.46,260.0,1.0,0.07,0.07
0.5,0.47000000000000003,260.0,1.0,0.08,0.04
0.5,0.48,260.0,1.0,0.04,0.05
0.5,0.49,260.0,1.0,0.04,0.04
0.5,0.5,260.0,1.0,0.06,0.1
0.5,0.01,270.0,0.14,0.02,0.07
0.5,0.02,270.0,0.32,0.07,0.05
0.5,0.03,270.0,0.63,0.05,0.05
0.5,0.04,270.0,0.77,0.04,0.07
0.5,0.05,270.0,0.96,0.08,0.07
0.5,0.06,270.0,0.98,0.02,0.03
0.5,0.07,270.0,1.0,0.05,0.02
0.5,0.08,270.0,1.0,0.06,0.02
0.5,0.09,270.0,1.0,0.06,0.06
0.5,0.1,270.0,1.0,0.05,0.02
0.5,0.11,270.0,1.0,0.06,0.02
0.5,0.12,270.0,1.0,0.12,0.02
0.5,0.13,270.0,1.0,0.05,0.04
0.5,0.14,270.0,1.0,0.04,0.05
0.5,0.15,270.0,1.0,0.03,0.08
0.5,0.16,270.0,1.0,0.05,0.03
0.5,0.17,270.0,1.0,0.07,0.03
0.5,0.18,270.0,1.0,0.06,0.04
0.5,0.19,270.0,1.0,0.06,0.02
0.5,0.2,270.0,1.0,0.04,0.07
0.5,0.21,270.0,1.0,0.05,0.06
0.5,0.22,270.0,1.0,0.07,0.04
0.5,0.23,270.0,1.0,0.04,0.07
0.5,0.24,270.0,1.0,0.05,0.04
0.5,0.25,270.0,1.0,0.08,0.05
0.5,0.26,270.0,1.0,0.03,0.06
0.5,0.27,270.0,1.0,0.05,0.09
0.5,0.28,270.0,1.0,0.04,0.06
0.5,0.29,270.0,1.0,0.07,0.04
0.5,0.3,270.0,1.0,0.02,0.04
0.5,0.31,270.0,1.0,0.08,0.02
0.5,0.32,270.0,1.0,0.04,0.05
0.5,0.33,270.0,1.0,0.07,0.05
0.5,0.34,270.0,1.0,0.04,0.05
0.5,0.35000000000000003,270.0,1.0,0.06,0.04
0.5,0.36,270.0,1.0,0.07,0.02
0.5,0.37,270.0,1.0,0.05,0.03
0.5,0.38,270.0,1.0,0.06,0.09
0.5,0.39,270.0,1.0,0.05,0.04
0.5,0.4,270.0,1.0,0.06,0.04
0.5,0.41000000000000003,270.0,1.0,0.03,0.05
0.5,0.42,270.0,1.0,0.02,0.05
0.5,0.43,270.0,1.0,0.05,0.04
0.5,0.44,270.0,1.0,0.03,0.01
0.5,0.45,270.0,1.0,0.05,0.01
0.5,0.46,270.0,1.0,0.07,0.11
0.5,0.47000000000000003,270.0,1.0,0.11,0.04
0.5,0.48,270.0,1.0,0.03,0.03
0.5,0.49,270.0,1.0,0.07,0.07
0.5,0.5,270.0,1.0,0.05,0.06
0.5,0.01,280.0,0.09,0.07,0.06
0.5,0.02,280.0,0.28,0.05,0.04
0.5,0.03,280.0,0.63,0.04,0.07
0.5,0.04,280.0,0.86,0.06,0.03
0.5,0.05,280.0,0.95,0.07,0.04
0.5,0.06,280.0,1.0,0.05,0.08
0.5,0.07,280.0,1.0,0.08,0.09
0.5,0.08,280.0,1.0,0.06,0.06
0.5,0.09,280.0,1.0,0.05,0.08
0.5,0.1,280.0,1.0,0.04,0.06
0.5,0.11,280.0,1.0,0.04,0.06
0.5,0.12,280.0,1.0,0.09,0.07
0.5,0.13,280.0,1.0,0.04,0.03
0.5,0.14,280.0,1.0,0.02,0.02
0.5,0.15,280.0,1.0,0.01,0.04
0.5,0.16,280.0,1.0,0.02,0.08
0.5,0.17,280.0,1.0,0.07,0.04
0.5,0.18,280.0,1.0,0.04,0.06
0.5,0.19,280.0,1.0,0.03,0.06
0.5,0.2,280.0,1.0,0.04,0.06
0.5,0.21,280.0,1.0,0.01,0.03
0.5,0.22,280.0,1.0,0.07,0.06
0.5,0.23,280.0,1.0,0.07,0.06
0.5,0.24,280.0,1.0,0.04,0.05
0.5,0.25,280.0,1.0,0.06,0.04
0.5,0.26,280.0,1.0,0.06,0.06
0.5,0.27,280.0,1.0,0.06,0.06
0.5,0.28,280.0,1.0,0.04,0.05
0.5,0.29,280.0,1.0,0.06,0.03
0.5,0.3,280.0,1.0,0.04,0.08
0.5,0.31,280.0,1.0,0.04,0.05
0.5,0.32,280.0,1.0,0.07,0.05
0.5,0.33,280.0,1.0,0.03,0.05
0.5,0.34,280.0,1.0,0.09,0.05
0.5,0.35000000000000003,280.0,1.0,0.05,0.06
0.5,0.36,280.0,1.0,0.08,0.04
0.5,0.37,280.0,1.0,0.07,0.09
0.5,0.38,280.0,1.0,0.04,0.09
0.5,0.39,280.0,1.0,0.09,0.02
0.5,0.4,280.0,1.0,0.03,0.03
0.5,0.41000000000000003,280.0,1.0,0.01,0.05
0.5,0.42,280.0,1.0,0.02,0.06
0.5,0.43,280.0,1.0,0.04,0.06
0.5,0.44,280.0,1.0,0.04,0.06
0.5,0.45,280.0,1.0,0.08,0.04
0.5,0.46,280.0,1.0,0.07,0.03
0.5,0.47000000000000003,280.0,1.0,0.03,0.07
0.5,0.48,280.0,1.0,0.07,0.07
0.5,0.49,280.0,1.0,0.07,0.05
0.5,0.5,280.0,1.0,0.07,0.05
0.5,0.01,290.0,0.09,0.03,0.05
0.5,0.02,290.0,0.36,0.01,0.05
0.5,0.03,290.0,0.63,0.03,0.01
0.5,0.04,290.0,0.87,0.05,0.04
0.5,0.05,290.0,0.95,0.06,0.05
0.5,0.06,290.0,0.99,0.01,0.07
0.5,0.07,290.0,1.0,0.03,0.09
0.5,0.08,290.0,1.0,0.06,0.03
0.5,0.09,290.0,1.0,0.05,0.04
0.5,0.1,290.0,1.0,0.01,0.03
0.5,0.11,290.0,1.0,0.04,0.06
0.5,0.12,290.0,1.0,0.05,0.06
0.5,0.13,290.0,1.0,0.05,0.04
0.5,0.14,290.0,1.0,0.03,0.06
0.5,0.15,290.0,1.0,0.05,0.06
0.5,0.16,290.0,1.0,0.03,0.11
0.5,0.17,290.0,1.0,0.05,0.06
0.5,0.18,290.0,1.0,0.06,0.07
0.5,0.19,290.0,1.0,0.07,0.05
0.5,0.2,290.0,1.0,0.05,0.03
0.5,0.21,290.0,1.0,0.01,0.06
0.5,0.22,290.0,1.0,0.1,0.07
0.5,0.23,290.0,1.0,0.05,0.06
0.5,0.24,290.0,1.0,0.06,0.03
0.5,0.25,290.0,1.0,0.11,0.06
0.5,0.26,290.0,1.0,0.03,0.05
0.5,0.27,290.0,1.0,0.01,0.02
0.5,0.28,290.0,1.0,0.06,0.03
0.5,0.29,290.0,1.0,0.05,0.09
0.5,0.3,290.0,1.0,0.04,0.03
0.5,0.31,290.0,1.0,0.0,0.04
0.5,0.32,290.0,1.0,0.02,0.03
0.5,0.33,290.0,1.0,0.06,0.04
0.5,0.34,290.0,1.0,0.03,0.07
0.5,0.35000000000000003,290.0,1.0,0.0,0.07
0.5,0.36,290.0,1.0,0.04,0.07
0.5,0.37,290.0,1.0,0.06,0.04
0.5,0.38,290.0,1.0,0.05,0.05
0.5,0.39,290.0,1.0,0.06,0.04
0.5,0.4,290.0,1.0,0.04,0.06
0.5,0.41000000000000003,290.0,1.0,0.05,0.08
0.5,0.42,290.0,1.0,0.02,0.04
0.5,0.43,290.0,1.0,0.05,0.02
0.5,0.44,290.0,1.0,0.04,0.03
0.5,0.45,290.0,1.0,0.04,0.03
0.5,0.46,290.0,1.0,0.08,0.05
0.5,0.47000000000000003,290.0,1.0,0.03,0.04
0.5,0.48,290.0,1.0,0.05,0.02
0.5,0.49,290.0,1.0,0.01,0.07
0.5,0.5,290.0,1.0,0.04,0.08
0.5,0.01,300.0,0.12,0.03,0.06
0.5,0.02,300.0,0.31,0.09,0.05
0.5,0.03,300.0,0.7,0.04,0.06
0.5,0.04,300.0,0.88,0.04,0.05
0.5,0.05,300.0,0.96,0.05,0.05
0.5,0.06,300.0,1.0,0.07,0.06
0.5,0.07,300.0,1.0,0.04,0.03
0.5,0.08,300.0,1.0,0.05,0.06
0.5,0.09,300.0,1.0,0.02,0.06
0.5,0.1,300.0,1.0,0.04,0.03
0.5,0.11,300.0,1.0,0.05,0.06
0.5,0.12,300.0,1.0,0.05,0.09
0.5,0.13,300.0,1.0,0.02,0.08
0.5,0.14,300.0,1.0,0.05,0.03
0.5,0.15,300.0,1.0,0.03,0.04
0.5,0.16,300.0,1.0,0.02,0.06
0.5,0.17,300.0,1.0,0.07,0.05
0.5,0.18,300.0,1.0,0.07,0.06
0.5,0.19,300.0,1.0,0.08,0.04
0.5,0.2,300.0,1.0,0.07,0.08
0.5,0.21,300.0,1.0,0.09,0.06
0.5,0.22,300.0,1.0,0.04,0.05
0.5,0.23,300.0,1.0,0.04,0.03
0.5,0.24,300.0,1.0,0.06,0.04
0.5,0.25,300.0,1.0,0.04,0.03
0.5,0.26,300.0,1.0,0.07,0.06
0.5,0.27,300.0,1.0,0.07,0.04
0.5,0.28,300.0,1.0,0.07,0.05
0.5,0.29,300.0,1.0,0.07,0.03
0.5,0.3,300.0,1.0,0.05,0.02
0.5,0.31,300.0,1.0,0.06,0.01
0.5,0.32,300.0,1.0,0.04,0.04
0.5,0.33,300.0,1.0,0.02,0.06
0.5,0.34,300.0,1.0,0.07,0.03
0.5,0.35000000000000003,300.0,1.0,0.03,0.04
0.5,0.36,300.0,1.0,0.03,0.07
0.5,0.37,300.0,1.0,0.05,0.05
0.5,0.38,300.0,1.0,0.06,0.04
0.5,0.39,300.0,1.0,0.03,0.05
0.5,0.4,300.0,1.0,0.06,0.01
0.5,0.41000000000000003,300.0,1.0,0.06,0.04
0.5,0.42,300.0,1.0,0.08,0.01
0.5,0.43,300.0,1.0,0.03,0.06
0.5,0.44,300.0,1.0,0.03,0.03
0.5,0.45,300.0,1.0,0.01,0.09
0.5,0.46,300.0,1.0,0.03,0.06
0.5,0.47000000000000003,300.0,1.0,0.09,0.07
0.5,0.48,300.0,1.0,0.04,0.06
0.5,0.49,300.0,1.0,0.08,0.05
0.5,0.5,300.0,1.0,0.06,0.07
0.5,0.01,310.0,0.12,0.04,0.04
0.5,0.02,310.0,0.43,0.05,0.04
