p,delta,m,omni_power_1,omni_power_2,omni_power_3,mase_power_1,mase_power_2,mase_power_3
0.5,0.5,250.0,1.0,0.02,0.0,1.0,0.02,0.0
0.5,0.49,250.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.48,250.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.47000000000000003,250.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.46,250.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.45,250.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.44,250.0,1.0,0.08,0.08,1.0,0.08,0.08
0.5,0.43,250.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.42,250.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.41000000000000003,250.0,1.0,0.06,0.08,1.0,0.06,0.08
0.5,0.4,250.0,1.0,0.08,0.08,1.0,0.08,0.08
0.5,0.39,250.0,1.0,0.0,0.14,1.0,0.0,0.14
0.5,0.38,250.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.37,250.0,1.0,0.04,0.06,1.0,0.02,0.06
0.5,0.36,250.0,1.0,0.04,0.1,1.0,0.06,0.12
0.5,0.35000000000000003,250.0,1.0,0.02,0.02,1.0,0.12,0.12
0.5,0.34,250.0,1.0,0.04,0.04,1.0,0.18,0.18
0.5,0.33,250.0,1.0,0.08,0.0,1.0,0.26,0.18
0.5,0.32,250.0,1.0,0.0,0.06,1.0,0.28,0.3
0.5,0.31,250.0,1.0,0.08,0.06,1.0,0.32,0.2
0.5,0.3,250.0,1.0,0.02,0.08,1.0,0.38,0.38
0.5,0.29,250.0,1.0,0.02,0.1,1.0,0.48,0.42
0.5,0.28,250.0,1.0,0.04,0.04,1.0,0.44,0.34
0.5,0.27,250.0,1.0,0.02,0.1,1.0,0.56,0.5
0.5,0.26,250.0,1.0,0.04,0.06,1.0,0.6,0.48
0.5,0.25,250.0,1.0,0.02,0.02,1.0,0.7,0.56
0.5,0.5,245.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.49,245.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.48,245.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.47000000000000003,245.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.46,245.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.45,245.0,1.0,0.1,0.04,1.0,0.1,0.04
0.5,0.44,245.0,1.0,0.02,0.0,1.0,0.02,0.0
0.5,0.43,245.0,1.0,0.0,0.1,1.0,0.0,0.1
0.5,0.42,245.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.41000000000000003,245.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.4,245.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.39,245.0,1.0,0.14,0.0,1.0,0.16,0.02
0.5,0.38,245.0,1.0,0.02,0.1,1.0,0.02,0.1
0.5,0.37,245.0,1.0,0.02,0.02,1.0,0.04,0.04
0.5,0.36,245.0,1.0,0.06,0.0,1.0,0.08,0.02
0.5,0.35000000000000003,245.0,1.0,0.02,0.1,1.0,0.16,0.18
0.5,0.34,245.0,1.0,0.0,0.06,1.0,0.2,0.22
0.5,0.33,245.0,1.0,0.06,0.06,1.0,0.24,0.2
0.5,0.32,245.0,1.0,0.0,0.08,1.0,0.28,0.24
0.5,0.31,245.0,1.0,0.02,0.06,1.0,0.24,0.26
0.5,0.3,245.0,1.0,0.0,0.08,1.0,0.3,0.26
0.5,0.29,245.0,1.0,0.02,0.0,1.0,0.4,0.24
0.5,0.28,245.0,1.0,0.1,0.06,1.0,0.46,0.36
0.5,0.27,245.0,1.0,0.02,0.0,1.0,0.64,0.52
0.5,0.26,245.0,1.0,0.08,0.0,1.0,0.48,0.34
0.5,0.25,245.0,1.0,0.06,0.04,1.0,0.64,0.58
0.5,0.5,240.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.49,240.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.48,240.0,1.0,0.08,0.02,1.0,0.08,0.02
0.5,0.47000000000000003,240.0,1.0,0.08,0.04,1.0,0.08,0.04
0.5,0.46,240.0,1.0,0.0,0.04,1.0,0.0,0.04
0.5,0.45,240.0,1.0,0.08,0.1,1.0,0.08,0.1
0.5,0.44,240.0,1.0,0.1,0.04,1.0,0.1,0.04
0.5,0.43,240.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.42,240.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.41000000000000003,240.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.4,240.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.39,240.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.38,240.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.37,240.0,1.0,0.1,0.0,1.0,0.14,0.04
0.5,0.36,240.0,1.0,0.04,0.08,1.0,0.1,0.12
0.5,0.35000000000000003,240.0,1.0,0.04,0.04,1.0,0.12,0.12
0.5,0.34,240.0,1.0,0.06,0.08,1.0,0.18,0.22
0.5,0.33,240.0,1.0,0.02,0.06,1.0,0.24,0.2
0.5,0.32,240.0,1.0,0.08,0.06,1.0,0.32,0.2
0.5,0.31,240.0,1.0,0.06,0.02,1.0,0.2,0.14
0.5,0.3,240.0,1.0,0.08,0.12,1.0,0.44,0.42
0.5,0.29,240.0,1.0,0.14,0.04,1.0,0.4,0.34
0.5,0.28,240.0,1.0,0.04,0.0,1.0,0.56,0.48
0.5,0.27,240.0,1.0,0.06,0.08,1.0,0.4,0.38
0.5,0.26,240.0,1.0,0.08,0.04,1.0,0.5,0.4
0.5,0.25,240.0,1.0,0.0,0.06,1.0,0.6,0.52
0.5,0.5,235.0,1.0,0.04,0.08,1.0,0.04,0.08
0.5,0.49,235.0,1.0,0.04,0.08,1.0,0.04,0.08
0.5,0.48,235.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.47000000000000003,235.0,1.0,0.06,0.1,1.0,0.06,0.1
0.5,0.46,235.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.45,235.0,1.0,0.14,0.06,1.0,0.14,0.06
0.5,0.44,235.0,1.0,0.1,0.1,1.0,0.1,0.1
0.5,0.43,235.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.42,235.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.41000000000000003,235.0,1.0,0.1,0.02,1.0,0.1,0.02
0.5,0.4,235.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.39,235.0,1.0,0.0,0.04,1.0,0.0,0.04
0.5,0.38,235.0,1.0,0.02,0.02,1.0,0.04,0.04
0.5,0.37,235.0,1.0,0.06,0.04,1.0,0.08,0.04
0.5,0.36,235.0,1.0,0.04,0.04,1.0,0.14,0.12
0.5,0.35000000000000003,235.0,1.0,0.06,0.06,1.0,0.12,0.1
0.5,0.34,235.0,1.0,0.06,0.0,1.0,0.12,0.08
0.5,0.33,235.0,1.0,0.06,0.0,1.0,0.36,0.2
0.5,0.32,235.0,1.0,0.16,0.04,1.0,0.4,0.28
0.5,0.31,235.0,1.0,0.08,0.04,1.0,0.48,0.36
0.5,0.3,235.0,1.0,0.04,0.02,1.0,0.34,0.28
0.5,0.29,235.0,1.0,0.06,0.08,1.0,0.36,0.32
0.5,0.28,235.0,1.0,0.06,0.06,1.0,0.4,0.3
0.5,0.27,235.0,1.0,0.04,0.0,1.0,0.56,0.48
0.5,0.26,235.0,1.0,0.02,0.04,1.0,0.66,0.68
0.5,0.25,235.0,1.0,0.06,0.04,1.0,0.54,0.46
0.5,0.5,230.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.49,230.0,1.0,0.02,0.1,1.0,0.02,0.1
0.5,0.48,230.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.47000000000000003,230.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.46,230.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.45,230.0,1.0,0.12,0.0,1.0,0.12,0.0
0.5,0.44,230.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.43,230.0,1.0,0.06,0.08,1.0,0.06,0.08
0.5,0.42,230.0,1.0,0.0,0.08,1.0,0.0,0.08
0.5,0.41000000000000003,230.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.4,230.0,1.0,0.04,0.08,1.0,0.04,0.08
0.5,0.39,230.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.38,230.0,1.0,0.1,0.02,1.0,0.1,0.02
0.5,0.37,230.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.36,230.0,1.0,0.08,0.04,1.0,0.12,0.04
0.5,0.35000000000000003,230.0,1.0,0.06,0.0,1.0,0.12,0.08
0.5,0.34,230.0,1.0,0.0,0.02,1.0,0.18,0.2
0.5,0.33,230.0,1.0,0.06,0.1,1.0,0.24,0.28
0.5,0.32,230.0,1.0,0.12,0.0,1.0,0.28,0.16
0.5,0.31,230.0,1.0,0.0,0.08,1.0,0.2,0.26
0.5,0.3,230.0,1.0,0.04,0.02,1.0,0.4,0.3
0.5,0.29,230.0,1.0,0.0,0.0,1.0,0.6,0.5
0.5,0.28,230.0,1.0,0.12,0.04,1.0,0.54,0.4
0.5,0.27,230.0,1.0,0.02,0.0,1.0,0.56,0.48
0.5,0.26,230.0,1.0,0.08,0.08,1.0,0.7,0.58
0.5,0.25,230.0,1.0,0.08,0.04,1.0,0.66,0.48
0.5,0.5,225.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.49,225.0,1.0,0.1,0.0,1.0,0.1,0.0
0.5,0.48,225.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.47000000000000003,225.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.46,225.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.45,225.0,1.0,0.06,0.1,1.0,0.06,0.1
0.5,0.44,225.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.43,225.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.42,225.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.41000000000000003,225.0,1.0,0.04,0.08,1.0,0.04,0.08
0.5,0.4,225.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.39,225.0,1.0,0.04,0.08,1.0,0.04,0.08
0.5,0.38,225.0,1.0,0.1,0.14,1.0,0.1,0.16
0.5,0.37,225.0,1.0,0.02,0.08,1.0,0.04,0.1
0.5,0.36,225.0,1.0,0.1,0.02,1.0,0.14,0.04
0.5,0.35000000000000003,225.0,1.0,0.02,0.04,1.0,0.18,0.2
0.5,0.34,225.0,1.0,0.04,0.06,1.0,0.16,0.18
0.5,0.33,225.0,1.0,0.04,0.1,1.0,0.22,0.24
0.5,0.32,225.0,1.0,0.08,0.1,1.0,0.4,0.26
0.5,0.31,225.0,1.0,0.12,0.1,1.0,0.34,0.3
0.5,0.3,225.0,1.0,0.04,0.02,1.0,0.38,0.3
0.5,0.29,225.0,1.0,0.06,0.02,1.0,0.44,0.36
0.5,0.28,225.0,1.0,0.0,0.06,1.0,0.5,0.44
0.5,0.27,225.0,1.0,0.04,0.04,1.0,0.6,0.48
0.5,0.26,225.0,1.0,0.02,0.04,1.0,0.4,0.42
0.5,0.25,225.0,1.0,0.04,0.1,1.0,0.52,0.44
0.5,0.5,220.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.49,220.0,1.0,0.1,0.08,1.0,0.1,0.08
0.5,0.48,220.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.47000000000000003,220.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.46,220.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.45,220.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.44,220.0,1.0,0.0,0.08,1.0,0.0,0.08
0.5,0.43,220.0,1.0,0.1,0.02,1.0,0.1,0.02
0.5,0.42,220.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.41000000000000003,220.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.4,220.0,1.0,0.04,0.12,1.0,0.04,0.12
0.5,0.39,220.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.38,220.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.37,220.0,1.0,0.02,0.02,1.0,0.06,0.04
0.5,0.36,220.0,1.0,0.04,0.1,1.0,0.08,0.14
0.5,0.35000000000000003,220.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.34,220.0,1.0,0.04,0.1,1.0,0.26,0.18
0.5,0.33,220.0,1.0,0.02,0.04,1.0,0.2,0.18
0.5,0.32,220.0,1.0,0.1,0.06,1.0,0.28,0.22
0.5,0.31,220.0,1.0,0.04,0.02,1.0,0.36,0.28
0.5,0.3,220.0,1.0,0.04,0.08,1.0,0.36,0.32
0.5,0.29,220.0,1.0,0.0,0.04,1.0,0.52,0.42
0.5,0.28,220.0,1.0,0.06,0.02,1.0,0.46,0.36
0.5,0.27,220.0,1.0,0.0,0.04,1.0,0.44,0.44
0.5,0.26,220.0,1.0,0.04,0.14,1.0,0.48,0.44
0.5,0.25,220.0,1.0,0.08,0.06,1.0,0.62,0.5
0.5,0.5,215.0,1.0,0.04,0.1,1.0,0.04,0.1
0.5,0.49,215.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.48,215.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.47000000000000003,215.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.46,215.0,1.0,0.04,0.1,1.0,0.04,0.1
0.5,0.45,215.0,1.0,0.12,0.06,1.0,0.12,0.06
0.5,0.44,215.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.43,215.0,1.0,0.08,0.04,1.0,0.08,0.04
0.5,0.42,215.0,1.0,0.04,0.12,1.0,0.04,0.12
0.5,0.41000000000000003,215.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.4,215.0,1.0,0.06,0.0,1.0,0.06,0.0
0.5,0.39,215.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.38,215.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.37,215.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.36,215.0,1.0,0.12,0.02,1.0,0.22,0.12
0.5,0.35000000000000003,215.0,1.0,0.06,0.0,1.0,0.2,0.12
0.5,0.34,215.0,1.0,0.04,0.12,1.0,0.16,0.12
0.5,0.33,215.0,1.0,0.08,0.08,1.0,0.28,0.24
0.5,0.32,215.0,1.0,0.02,0.1,1.0,0.3,0.34
0.5,0.31,215.0,1.0,0.04,0.0,1.0,0.32,0.3
0.5,0.3,215.0,1.0,0.06,0.06,1.0,0.3,0.26
0.5,0.29,215.0,1.0,0.12,0.02,1.0,0.54,0.4
0.5,0.28,215.0,1.0,0.04,0.12,1.0,0.52,0.46
0.5,0.27,215.0,1.0,0.02,0.04,1.0,0.64,0.52
0.5,0.26,215.0,1.0,0.06,0.04,1.0,0.58,0.46
0.5,0.25,215.0,1.0,0.06,0.04,1.0,0.56,0.48
0.5,0.5,210.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.49,210.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.48,210.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.47000000000000003,210.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.46,210.0,1.0,0.04,0.1,1.0,0.04,0.1
0.5,0.45,210.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.44,210.0,1.0,0.1,0.04,1.0,0.1,0.04
0.5,0.43,210.0,1.0,0.0,0.08,1.0,0.0,0.08
0.5,0.42,210.0,1.0,0.1,0.06,1.0,0.1,0.06
0.5,0.41000000000000003,210.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.4,210.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.39,210.0,1.0,0.02,0.0,1.0,0.02,0.0
0.5,0.38,210.0,1.0,0.02,0.04,1.0,0.02,0.02
0.5,0.37,210.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.36,210.0,1.0,0.02,0.06,1.0,0.1,0.12
0.5,0.35000000000000003,210.0,1.0,0.08,0.06,1.0,0.16,0.14
0.5,0.34,210.0,1.0,0.08,0.04,1.0,0.32,0.26
0.5,0.33,210.0,1.0,0.06,0.06,1.0,0.24,0.26
0.5,0.32,210.0,1.0,0.06,0.08,1.0,0.22,0.18
0.5,0.31,210.0,1.0,0.08,0.02,1.0,0.42,0.32
0.5,0.3,210.0,1.0,0.08,0.04,1.0,0.44,0.38
0.5,0.29,210.0,1.0,0.02,0.04,1.0,0.54,0.42
0.5,0.28,210.0,1.0,0.08,0.08,1.0,0.52,0.38
0.5,0.27,210.0,1.0,0.04,0.04,1.0,0.5,0.38
0.5,0.26,210.0,1.0,0.06,0.08,1.0,0.68,0.54
0.5,0.25,210.0,1.0,0.04,0.02,1.0,0.72,0.58
0.5,0.5,205.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.49,205.0,1.0,0.08,0.04,1.0,0.08,0.04
0.5,0.48,205.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.47000000000000003,205.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.46,205.0,1.0,0.08,0.04,1.0,0.08,0.04
0.5,0.45,205.0,1.0,0.08,0.0,1.0,0.08,0.0
0.5,0.44,205.0,1.0,0.02,0.06,1.0,0.02,0.06
0.5,0.43,205.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.42,205.0,1.0,0.0,0.02,1.0,0.0,0.02
0.5,0.41000000000000003,205.0,1.0,0.06,0.02,1.0,0.06,0.02
0.5,0.4,205.0,1.0,0.02,0.1,1.0,0.02,0.1
0.5,0.39,205.0,1.0,0.0,0.04,1.0,0.0,0.04
0.5,0.38,205.0,1.0,0.02,0.02,1.0,0.04,0.02
0.5,0.37,205.0,1.0,0.04,0.08,1.0,0.08,0.12
0.5,0.36,205.0,1.0,0.08,0.04,1.0,0.16,0.12
0.5,0.35000000000000003,205.0,1.0,0.04,0.06,1.0,0.1,0.08
0.5,0.34,205.0,1.0,0.02,0.02,1.0,0.18,0.14
0.5,0.33,205.0,1.0,0.04,0.1,1.0,0.16,0.2
0.5,0.32,205.0,1.0,0.08,0.08,1.0,0.42,0.36
0.5,0.31,205.0,1.0,0.04,0.02,1.0,0.36,0.28
0.5,0.3,205.0,1.0,0.08,0.02,1.0,0.48,0.32
0.5,0.29,205.0,1.0,0.06,0.02,1.0,0.56,0.48
0.5,0.28,205.0,1.0,0.08,0.04,1.0,0.58,0.48
0.5,0.27,205.0,1.0,0.02,0.06,1.0,0.56,0.56
0.5,0.26,205.0,1.0,0.02,0.12,1.0,0.6,0.56
0.5,0.25,205.0,1.0,0.04,0.02,1.0,0.64,0.56
0.5,0.5,200.0,1.0,0.04,0.0,1.0,0.04,0.0
0.5,0.49,200.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.48,200.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5,0.47000000000000003,200.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.46,200.0,1.0,0.02,0.08,1.0,0.02,0.08
0.5,0.45,200.0,1.0,0.1,0.0,1.0,0.1,0.0
0.5,0.44,200.0,1.0,0.04,0.0,1.0,0.04,0.0
0.5,0.43,200.0,1.0,0.08,0.06,1.0,0.08,0.06
0.5,0.42,200.0,1.0,0.0,0.04,1.0,0.0,0.04
0.5,0.41000000000000003,200.0,1.0,0.2,0.02,1.0,0.2,0.02
0.5,0.4,200.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.39,200.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.38,200.0,1.0,0.0,0.08,1.0,0.0,0.08
0.5,0.37,200.0,1.0,0.06,0.06,1.0,0.08,0.08
0.5,0.36,200.0,1.0,0.06,0.04,1.0,0.1,0.1
0.5,0.35000000000000003,200.0,1.0,0.02,0.06,1.0,0.06,0.12
0.5,0.34,200.0,1.0,0.08,0.06,1.0,0.26,0.22
0.5,0.33,200.0,1.0,0.04,0.04,1.0,0.28,0.18
0.5,0.32,200.0,1.0,0.04,0.08,1.0,0.26,0.26
0.5,0.31,200.0,1.0,0.08,0.04,1.0,0.4,0.22
0.5,0.3,200.0,1.0,0.06,0.04,1.0,0.44,0.34
0.5,0.29,200.0,1.0,0.02,0.04,1.0,0.56,0.5
0.5,0.28,200.0,1.0,0.06,0.0,1.0,0.46,0.4
0.5,0.27,200.0,1.0,0.04,0.0,1.0,0.58,0.42
0.5,0.26,200.0,1.0,0.06,0.02,1.0,0.6,0.48
0.5,0.25,200.0,1.0,0.02,0.04,1.0,0.58,0.54
0.5,0.5,195.0,1.0,0.04,0.0,1.0,0.04,0.0
0.5,0.49,195.0,1.0,0.04,0.06,1.0,0.04,0.06
0.5,0.48,195.0,1.0,0.02,0.02,1.0,0.02,0.02
0.5,0.47000000000000003,195.0,1.0,0.08,0.08,1.0,0.08,0.08
0.5,0.46,195.0,1.0,0.06,0.0,1.0,0.06,0.0
0.5,0.45,195.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.44,195.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.43,195.0,1.0,0.08,0.04,1.0,0.08,0.04
0.5,0.42,195.0,1.0,0.08,0.08,1.0,0.08,0.08
0.5,0.41000000000000003,195.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.4,195.0,1.0,0.06,0.06,1.0,0.06,0.06
0.5,0.39,195.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.38,195.0,1.0,0.04,0.08,1.0,0.06,0.08
0.5,0.37,195.0,1.0,0.12,0.06,1.0,0.16,0.12
0.5,0.36,195.0,1.0,0.04,0.02,1.0,0.1,0.04
0.5,0.35000000000000003,195.0,1.0,0.06,0.02,1.0,0.14,0.06
0.5,0.34,195.0,1.0,0.04,0.02,1.0,0.2,0.18
0.5,0.33,195.0,1.0,0.06,0.08,1.0,0.2,0.22
0.5,0.32,195.0,1.0,0.04,0.08,1.0,0.38,0.28
0.5,0.31,195.0,1.0,0.06,0.04,1.0,0.44,0.34
0.5,0.3,195.0,1.0,0.02,0.04,1.0,0.38,0.28
0.5,0.29,195.0,1.0,0.02,0.06,1.0,0.52,0.42
0.5,0.28,195.0,1.0,0.06,0.04,1.0,0.54,0.5
0.5,0.27,195.0,1.0,0.04,0.06,1.0,0.68,0.64
0.5,0.26,195.0,1.0,0.1,0.08,1.0,0.64,0.46
0.5,0.25,195.0,1.0,0.06,0.02,1.0,0.58,0.46
0.5,0.5,190.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.49,190.0,1.0,0.06,0.04,1.0,0.06,0.04
0.5,0.48,190.0,1.0,0.02,0.04,1.0,0.02,0.04
0.5,0.47000000000000003,190.0,1.0,0.04,0.02,1.0,0.04,0.02
0.5,0.46,190.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.45,190.0,1.0,0.04,0.04,1.0,0.04,0.04
0.5,0.44,190.0,1.0,0.1,0.02,1.0,0.1,0.02
0.5,0.43,190.0,1.0,0.1,0.04,1.0,0.1,0.04
