m,p,delta,correct,incorrect
320.0,0.5,0.11,0.16,0.24
190.0,0.5,0.39,1.0,1.0
320.0,0.5,0.1,0.12,0.12
190.0,0.5,0.4,1.0,1.0
320.0,0.5,0.09,0.0,0.0
190.0,0.5,0.41000000000000003,1.0,1.0
320.0,0.5,0.08,0.12,0.04
190.0,0.5,0.42,1.0,1.0
320.0,0.5,0.07,0.12,0.08
190.0,0.5,0.43,1.0,1.0
320.0,0.5,0.06,0.04,0.12
190.0,0.5,0.44,1.0,1.0
320.0,0.5,0.05,0.12,0.16
190.0,0.5,0.45,0.96,1.0
320.0,0.5,0.04,0.12,0.0
190.0,0.5,0.46,1.0,1.0
320.0,0.5,0.03,0.04,0.08
190.0,0.5,0.47000000000000003,1.0,1.0
320.0,0.5,0.02,0.04,0.08
190.0,0.5,0.48,1.0,1.0
320.0,0.5,0.01,0.04,0.08
190.0,0.5,0.49,1.0,1.0
320.0,0.5,0.0,0.04,0.08
190.0,0.5,0.5,1.0,1.0
310.0,0.5,0.5,1.0,1.0
200.0,0.5,0.0,0.0,0.0
310.0,0.5,0.49,1.0,1.0
200.0,0.5,0.01,0.04,0.0
310.0,0.5,0.48,1.0,1.0
200.0,0.5,0.02,0.0,0.08
310.0,0.5,0.47000000000000003,1.0,1.0
200.0,0.5,0.03,0.04,0.08
310.0,0.5,0.46,1.0,1.0
200.0,0.5,0.04,0.08,0.08
310.0,0.5,0.45,1.0,1.0
200.0,0.5,0.05,0.04,0.08
310.0,0.5,0.44,1.0,1.0
200.0,0.5,0.06,0.08,0.2
310.0,0.5,0.43,1.0,1.0
200.0,0.5,0.07,0.12,0.08
310.0,0.5,0.42,1.0,1.0
200.0,0.5,0.08,0.0,0.2
310.0,0.5,0.41000000000000003,1.0,1.0
200.0,0.5,0.09,0.12,0.08
310.0,0.5,0.4,1.0,1.0
200.0,0.5,0.1,0.04,0.12
310.0,0.5,0.39,1.0,1.0
200.0,0.5,0.11,0.08,0.12
310.0,0.5,0.38,1.0,1.0
200.0,0.5,0.12,0.12,0.16
310.0,0.5,0.37,1.0,1.0
200.0,0.5,0.13,0.0,0.08
310.0,0.5,0.36,1.0,1.0
200.0,0.5,0.14,0.16,0.08
310.0,0.5,0.35000000000000003,1.0,1.0
200.0,0.5,0.15,0.16,0.2
310.0,0.5,0.34,1.0,1.0
200.0,0.5,0.16,0.2,0.28
310.0,0.5,0.33,1.0,1.0
200.0,0.5,0.17,0.32,0.28
310.0,0.5,0.32,1.0,1.0
200.0,0.5,0.18,0.36,0.32
310.0,0.5,0.31,1.0,1.0
200.0,0.5,0.19,0.2,0.2
310.0,0.5,0.3,0.96,0.96
200.0,0.5,0.2,0.44,0.52
310.0,0.5,0.29,0.92,1.0
200.0,0.5,0.21,0.56,0.68
310.0,0.5,0.28,0.96,1.0
200.0,0.5,0.22,0.52,0.6
310.0,0.5,0.27,0.8,0.96
200.0,0.5,0.23,0.76,0.8
310.0,0.5,0.26,0.92,0.96
200.0,0.5,0.24,0.48,0.6
310.0,0.5,0.25,0.92,1.0
200.0,0.5,0.25,0.68,0.88
310.0,0.5,0.24,0.84,0.88
200.0,0.5,0.26,0.64,0.72
310.0,0.5,0.23,0.84,0.8
200.0,0.5,0.27,0.8,0.8
310.0,0.5,0.22,0.92,0.92
200.0,0.5,0.28,0.92,0.88
310.0,0.5,0.21,0.6,0.88
200.0,0.5,0.29,0.8,0.92
310.0,0.5,0.2,0.76,0.8
200.0,0.5,0.3,0.88,0.96
310.0,0.5,0.19,0.68,0.76
200.0,0.5,0.31,0.8,0.88
310.0,0.5,0.18,0.6,0.64
200.0,0.5,0.32,0.88,0.96
310.0,0.5,0.17,0.48,0.48
200.0,0.5,0.33,0.92,0.96
310.0,0.5,0.16,0.44,0.48
200.0,0.5,0.34,0.96,0.96
310.0,0.5,0.15,0.36,0.44
200.0,0.5,0.35000000000000003,0.96,0.96
310.0,0.5,0.14,0.16,0.24
200.0,0.5,0.36,0.96,1.0
310.0,0.5,0.13,0.32,0.36
200.0,0.5,0.37,0.96,1.0
310.0,0.5,0.12,0.32,0.28
200.0,0.5,0.38,1.0,1.0
310.0,0.5,0.11,0.28,0.28
200.0,0.5,0.39,0.96,1.0
310.0,0.5,0.1,0.24,0.12
200.0,0.5,0.4,1.0,1.0
310.0,0.5,0.09,0.12,0.12
200.0,0.5,0.41000000000000003,1.0,1.0
310.0,0.5,0.08,0.16,0.16
200.0,0.5,0.42,1.0,1.0
310.0,0.5,0.07,0.04,0.12
200.0,0.5,0.43,1.0,1.0
310.0,0.5,0.06,0.04,0.04
200.0,0.5,0.44,1.0,1.0
310.0,0.5,0.05,0.08,0.04
200.0,0.5,0.45,1.0,1.0
310.0,0.5,0.04,0.0,0.0
200.0,0.5,0.46,1.0,1.0
310.0,0.5,0.03,0.0,0.0
200.0,0.5,0.47000000000000003,1.0,1.0
310.0,0.5,0.02,0.0,0.04
200.0,0.5,0.48,1.0,1.0
310.0,0.5,0.01,0.04,0.12
200.0,0.5,0.49,1.0,1.0
310.0,0.5,0.0,0.04,0.0
200.0,0.5,0.5,1.0,1.0
300.0,0.5,0.5,1.0,1.0
210.0,0.5,0.0,0.04,0.12
300.0,0.5,0.49,1.0,1.0
210.0,0.5,0.01,0.04,0.04
300.0,0.5,0.48,1.0,1.0
210.0,0.5,0.02,0.04,0.04
300.0,0.5,0.47000000000000003,1.0,1.0
210.0,0.5,0.03,0.04,0.08
300.0,0.5,0.46,1.0,1.0
210.0,0.5,0.04,0.0,0.04
300.0,0.5,0.45,1.0,1.0
210.0,0.5,0.05,0.0,0.04
300.0,0.5,0.44,1.0,1.0
210.0,0.5,0.06,0.08,0.04
300.0,0.5,0.43,1.0,1.0
210.0,0.5,0.07,0.12,0.0
300.0,0.5,0.42,1.0,1.0
210.0,0.5,0.08,0.04,0.08
300.0,0.5,0.41000000000000003,1.0,1.0
210.0,0.5,0.09,0.12,0.12
300.0,0.5,0.4,1.0,1.0
210.0,0.5,0.1,0.08,0.12
300.0,0.5,0.39,1.0,1.0
210.0,0.5,0.11,0.04,0.04
300.0,0.5,0.38,1.0,1.0
210.0,0.5,0.12,0.04,0.08
300.0,0.5,0.37,1.0,1.0
210.0,0.5,0.13,0.16,0.12
300.0,0.5,0.36,1.0,1.0
210.0,0.5,0.14,0.44,0.36
300.0,0.5,0.35000000000000003,1.0,1.0
210.0,0.5,0.15,0.12,0.32
300.0,0.5,0.34,1.0,1.0
210.0,0.5,0.16,0.28,0.24
300.0,0.5,0.33,1.0,1.0
210.0,0.5,0.17,0.4,0.4
300.0,0.5,0.32,0.96,1.0
210.0,0.5,0.18,0.36,0.48
300.0,0.5,0.31,1.0,1.0
210.0,0.5,0.19,0.4,0.36
300.0,0.5,0.3,0.92,0.96
210.0,0.5,0.2,0.52,0.44
300.0,0.5,0.29,1.0,0.96
210.0,0.5,0.21,0.56,0.6
300.0,0.5,0.28,0.96,0.96
210.0,0.5,0.22,0.44,0.64
300.0,0.5,0.27,0.96,0.92
210.0,0.5,0.23,0.64,0.68
300.0,0.5,0.26,0.8,1.0
210.0,0.5,0.24,0.76,0.68
300.0,0.5,0.25,0.96,0.88
210.0,0.5,0.25,0.68,0.84
300.0,0.5,0.24,0.88,0.96
210.0,0.5,0.26,0.56,0.72
300.0,0.5,0.23,0.88,0.92
210.0,0.5,0.27,0.72,0.72
300.0,0.5,0.22,0.76,0.8
210.0,0.5,0.28,0.8,0.68
300.0,0.5,0.21,0.72,0.96
210.0,0.5,0.29,0.76,0.88
300.0,0.5,0.2,0.64,0.8
210.0,0.5,0.3,0.88,0.96
300.0,0.5,0.19,0.72,0.72
210.0,0.5,0.31,0.92,1.0
300.0,0.5,0.18,0.68,0.72
210.0,0.5,0.32,0.92,0.96
300.0,0.5,0.17,0.56,0.64
210.0,0.5,0.33,0.96,1.0
300.0,0.5,0.16,0.44,0.6
210.0,0.5,0.34,0.96,0.96
300.0,0.5,0.15,0.2,0.4
210.0,0.5,0.35000000000000003,1.0,1.0
300.0,0.5,0.14,0.28,0.32
210.0,0.5,0.36,1.0,1.0
300.0,0.5,0.13,0.36,0.32
210.0,0.5,0.37,0.92,0.92
300.0,0.5,0.12,0.2,0.24
210.0,0.5,0.38,1.0,1.0
300.0,0.5,0.11,0.16,0.24
210.0,0.5,0.39,1.0,1.0
300.0,0.5,0.1,0.12,0.28
210.0,0.5,0.4,1.0,1.0
300.0,0.5,0.09,0.04,0.12
210.0,0.5,0.41000000000000003,1.0,1.0
300.0,0.5,0.08,0.12,0.04
210.0,0.5,0.42,1.0,1.0
300.0,0.5,0.07,0.08,0.08
210.0,0.5,0.43,1.0,1.0
300.0,0.5,0.06,0.0,0.12
210.0,0.5,0.44,1.0,1.0
300.0,0.5,0.05,0.0,0.0
210.0,0.5,0.45,1.0,1.0
300.0,0.5,0.04,0.12,0.2
210.0,0.5,0.46,1.0,1.0
300.0,0.5,0.03,0.12,0.04
210.0,0.5,0.47000000000000003,1.0,1.0
300.0,0.5,0.02,0.04,0.04
210.0,0.5,0.48,1.0,1.0
300.0,0.5,0.01,0.04,0.12
210.0,0.5,0.49,1.0,1.0
300.0,0.5,0.0,0.04,0.04
210.0,0.5,0.5,1.0,1.0
290.0,0.5,0.5,1.0,1.0
220.0,0.5,0.0,0.04,0.08
290.0,0.5,0.49,1.0,1.0
220.0,0.5,0.01,0.0,0.0
290.0,0.5,0.48,1.0,1.0
220.0,0.5,0.02,0.04,0.04
290.0,0.5,0.47000000000000003,1.0,1.0
220.0,0.5,0.03,0.08,0.04
290.0,0.5,0.46,1.0,1.0
220.0,0.5,0.04,0.12,0.04
290.0,0.5,0.45,1.0,1.0
220.0,0.5,0.05,0.04,0.08
290.0,0.5,0.44,1.0,1.0
220.0,0.5,0.06,0.04,0.04
290.0,0.5,0.43,1.0,1.0
220.0,0.5,0.07,0.04,0.08
290.0,0.5,0.42,1.0,1.0
220.0,0.5,0.08,0.04,0.0
290.0,0.5,0.41000000000000003,1.0,1.0
220.0,0.5,0.09,0.08,0.08
290.0,0.5,0.4,1.0,1.0
220.0,0.5,0.1,0.0,0.08
290.0,0.5,0.39,1.0,1.0
220.0,0.5,0.11,0.16,0.12
290.0,0.5,0.38,1.0,1.0
220.0,0.5,0.12,0.24,0.16
290.0,0.5,0.37,1.0,1.0
220.0,0.5,0.13,0.2,0.08
290.0,0.5,0.36,1.0,1.0
220.0,0.5,0.14,0.2,0.2
290.0,0.5,0.35000000000000003,1.0,0.96
220.0,0.5,0.15,0.16,0.12
290.0,0.5,0.34,1.0,1.0
220.0,0.5,0.16,0.16,0.2
290.0,0.5,0.33,1.0,0.96
220.0,0.5,0.17,0.32,0.28
290.0,0.5,0.32,1.0,1.0
220.0,0.5,0.18,0.44,0.6
290.0,0.5,0.31,0.96,1.0
220.0,0.5,0.19,0.56,0.52
290.0,0.5,0.3,1.0,1.0
220.0,0.5,0.2,0.6,0.64
290.0,0.5,0.29,1.0,1.0
220.0,0.5,0.21,0.56,0.72
290.0,0.5,0.28,0.96,0.96
220.0,0.5,0.22,0.56,0.68
290.0,0.5,0.27,0.76,0.88
220.0,0.5,0.23,0.72,0.72
290.0,0.5,0.26,0.88,0.92
220.0,0.5,0.24,0.64,0.76
290.0,0.5,0.25,0.92,0.92
220.0,0.5,0.25,0.76,0.84
290.0,0.5,0.24,0.88,0.96
220.0,0.5,0.26,0.84,0.88
290.0,0.5,0.23,0.64,0.8
220.0,0.5,0.27,0.8,0.88
290.0,0.5,0.22,0.68,0.8
220.0,0.5,0.28,0.76,0.88
290.0,0.5,0.21,0.6,0.68
220.0,0.5,0.29,0.76,0.92
290.0,0.5,0.2,0.44,0.56
220.0,0.5,0.3,0.8,0.84
290.0,0.5,0.19,0.48,0.56
220.0,0.5,0.31,0.92,0.96
290.0,0.5,0.18,0.64,0.68
220.0,0.5,0.32,0.92,0.96
290.0,0.5,0.17,0.4,0.36
220.0,0.5,0.33,0.92,0.92
290.0,0.5,0.16,0.56,0.64
220.0,0.5,0.34,1.0,1.0
290.0,0.5,0.15,0.24,0.24
220.0,0.5,0.35000000000000003,0.96,1.0
290.0,0.5,0.14,0.12,0.24
220.0,0.5,0.36,1.0,1.0
290.0,0.5,0.13,0.28,0.32
220.0,0.5,0.37,1.0,1.0
290.0,0.5,0.12,0.28,0.2
220.0,0.5,0.38,0.96,1.0
290.0,0.5,0.11,0.32,0.28
220.0,0.5,0.39,1.0,1.0
290.0,0.5,0.1,0.08,0.0
220.0,0.5,0.4,1.0,1.0
290.0,0.5,0.09,0.08,0.12
220.0,0.5,0.41000000000000003,1.0,1.0
290.0,0.5,0.08,0.04,0.0
220.0,0.5,0.42,1.0,1.0
290.0,0.5,0.07,0.0,0.04
220.0,0.5,0.43,1.0,1.0
290.0,0.5,0.06,0.08,0.04
220.0,0.5,0.44,1.0,1.0
290.0,0.5,0.05,0.08,0.0
220.0,0.5,0.45,1.0,1.0
290.0,0.5,0.04,0.04,0.08
220.0,0.5,0.46,1.0,1.0
290.0,0.5,0.03,0.0,0.04
220.0,0.5,0.47000000000000003,1.0,1.0
290.0,0.5,0.02,0.08,0.0
220.0,0.5,0.48,1.0,1.0
290.0,0.5,0.01,0.0,0.04
220.0,0.5,0.49,1.0,1.0
290.0,0.5,0.0,0.0,0.0
220.0,0.5,0.5,1.0,1.0
280.0,0.5,0.5,1.0,1.0
230.0,0.5,0.0,0.08,0.16
280.0,0.5,0.49,1.0,1.0
230.0,0.5,0.01,0.08,0.12
280.0,0.5,0.48,1.0,1.0
230.0,0.5,0.02,0.04,0.04
280.0,0.5,0.47000000000000003,1.0,1.0
230.0,0.5,0.03,0.04,0.04
280.0,0.5,0.46,1.0,1.0
230.0,0.5,0.04,0.04,0.08
280.0,0.5,0.45,1.0,1.0
230.0,0.5,0.05,0.08,0.08
280.0,0.5,0.44,1.0,1.0
230.0,0.5,0.06,0.12,0.2
280.0,0.5,0.43,1.0,1.0
230.0,0.5,0.07,0.08,0.08
280.0,0.5,0.42,1.0,1.0
230.0,0.5,0.08,0.08,0.08
280.0,0.5,0.41000000000000003,1.0,1.0
230.0,0.5,0.09,0.12,0.16
280.0,0.5,0.4,1.0,1.0
230.0,0.5,0.1,0.04,0.08
280.0,0.5,0.39,1.0,1.0
230.0,0.5,0.11,0.2,0.24
280.0,0.5,0.38,1.0,1.0
230.0,0.5,0.12,0.16,0.2
280.0,0.5,0.37,1.0,1.0
230.0,0.5,0.13,0.12,0.28
280.0,0.5,0.36,1.0,1.0
230.0,0.5,0.14,0.12,0.12
280.0,0.5,0.35000000000000003,1.0,1.0
230.0,0.5,0.15,0.2,0.32
280.0,0.5,0.34,1.0,1.0
230.0,0.5,0.16,0.28,0.28
280.0,0.5,0.33,0.96,1.0
230.0,0.5,0.17,0.48,0.52
280.0,0.5,0.32,0.96,0.96
230.0,0.5,0.18,0.36,0.48
280.0,0.5,0.31,0.96,1.0
230.0,0.5,0.19,0.32,0.44
280.0,0.5,0.3,0.96,0.96
230.0,0.5,0.2,0.4,0.6
280.0,0.5,0.29,0.96,0.96
230.0,0.5,0.21,0.52,0.48
280.0,0.5,0.28,0.96,1.0
230.0,0.5,0.22,0.64,0.6
280.0,0.5,0.27,1.0,0.96
230.0,0.5,0.23,0.52,0.76
280.0,0.5,0.26,0.88,0.92
230.0,0.5,0.24,0.68,0.76
280.0,0.5,0.25,0.88,0.92
230.0,0.5,0.25,0.76,0.84
280.0,0.5,0.24,0.8,0.88
230.0,0.5,0.26,0.84,0.96
280.0,0.5,0.23,0.6,0.8
230.0,0.5,0.27,0.88,0.92
280.0,0.5,0.22,0.64,0.96
230.0,0.5,0.28,0.8,0.92
280.0,0.5,0.21,0.52,0.48
230.0,0.5,0.29,0.88,0.92
280.0,0.5,0.2,0.64,0.6
230.0,0.5,0.3,0.96,1.0
280.0,0.5,0.19,0.4,0.48
230.0,0.5,0.31,1.0,0.96
280.0,0.5,0.18,0.68,0.6
230.0,0.5,0.32,0.84,0.88
280.0,0.5,0.17,0.36,0.48
230.0,0.5,0.33,1.0,0.96
280.0,0.5,0.16,0.28,0.24
230.0,0.5,0.34,1.0,1.0
280.0,0.5,0.15,0.32,0.36
230.0,0.5,0.35000000000000003,0.96,1.0
280.0,0.5,0.14,0.36,0.32
230.0,0.5,0.36,1.0,1.0
280.0,0.5,0.13,0.16,0.28
230.0,0.5,0.37,1.0,1.0
280.0,0.5,0.12,0.28,0.24
230.0,0.5,0.38,1.0,0.96
280.0,0.5,0.11,0.2,0.24
230.0,0.5,0.39,1.0,1.0
280.0,0.5,0.1,0.12,0.24
230.0,0.5,0.4,1.0,1.0
280.0,0.5,0.09,0.08,0.12
230.0,0.5,0.41000000000000003,1.0,1.0
280.0,0.5,0.08,0.04,0.08
230.0,0.5,0.42,1.0,1.0
280.0,0.5,0.07,0.12,0.16
230.0,0.5,0.43,1.0,1.0
280.0,0.5,0.06,0.04,0.12
230.0,0.5,0.44,1.0,1.0
280.0,0.5,0.05,0.04,0.04
230.0,0.5,0.45,1.0,1.0
280.0,0.5,0.04,0.04,0.08
230.0,0.5,0.46,1.0,1.0
280.0,0.5,0.03,0.08,0.08
230.0,0.5,0.47000000000000003,1.0,1.0
280.0,0.5,0.02,0.04,0.04
230.0,0.5,0.48,1.0,1.0
280.0,0.5,0.01,0.08,0.04
230.0,0.5,0.49,1.0,1.0
280.0,0.5,0.0,0.04,0.0
230.0,0.5,0.5,1.0,1.0
270.0,0.5,0.5,1.0,1.0
240.0,0.5,0.0,0.08,0.16
270.0,0.5,0.49,1.0,1.0
240.0,0.5,0.01,0.08,0.04
270.0,0.5,0.48,1.0,1.0
240.0,0.5,0.02,0.04,0.04
270.0,0.5,0.47000000000000003,1.0,1.0
240.0,0.5,0.03,0.04,0.08
270.0,0.5,0.46,1.0,1.0
240.0,0.5,0.04,0.04,0.04
270.0,0.5,0.45,1.0,1.0
240.0,0.5,0.05,0.04,0.04
270.0,0.5,0.44,1.0,1.0
240.0,0.5,0.06,0.12,0.08
270.0,0.5,0.43,1.0,1.0
240.0,0.5,0.07,0.12,0.04
270.0,0.5,0.42,1.0,1.0
240.0,0.5,0.08,0.16,0.16
270.0,0.5,0.41000000000000003,1.0,1.0
240.0,0.5,0.09,0.08,0.08
270.0,0.5,0.4,1.0,1.0
240.0,0.5,0.1,0.24,0.08
270.0,0.5,0.39,1.0,1.0
240.0,0.5,0.11,0.12,0.24
270.0,0.5,0.38,1.0,1.0
240.0,0.5,0.12,0.16,0.12
270.0,0.5,0.37,1.0,1.0
240.0,0.5,0.13,0.12,0.24
270.0,0.5,0.36,1.0,1.0
240.0,0.5,0.14,0.16,0.24
270.0,0.5,0.35000000000000003,1.0,1.0
240.0,0.5,0.15,0.24,0.36
270.0,0.5,0.34,1.0,1.0
240.0,0.5,0.16,0.24,0.36
270.0,0.5,0.33,1.0,1.0
240.0,0.5,0.17,0.44,0.56
270.0,0.5,0.32,1.0,1.0
240.0,0.5,0.18,0.52,0.6
270.0,0.5,0.31,0.96,1.0
240.0,0.5,0.19,0.48,0.48
270.0,0.5,0.3,0.96,1.0
240.0,0.5,0.2,0.56,0.68
270.0,0.5,0.29,0.96,0.96
240.0,0.5,0.21,0.44,0.72
270.0,0.5,0.28,0.96,0.96
240.0,0.5,0.22,0.72,0.76
270.0,0.5,0.27,0.96,0.92
240.0,0.5,0.23,0.64,0.68
270.0,0.5,0.26,0.8,0.88
240.0,0.5,0.24,0.8,0.84
270.0,0.5,0.25,0.92,0.92
240.0,0.5,0.25,0.76,0.8
270.0,0.5,0.24,0.76,0.72
240.0,0.5,0.26,0.8,0.84
270.0,0.5,0.23,0.84,0.84
240.0,0.5,0.27,0.84,0.96
270.0,0.5,0.22,0.6,0.72
240.0,0.5,0.28,0.88,0.96
270.0,0.5,0.21,0.64,0.72
240.0,0.5,0.29,1.0,0.96
270.0,0.5,0.2,0.48,0.64
240.0,0.5,0.3,0.92,1.0
270.0,0.5,0.19,0.4,0.52
240.0,0.5,0.31,0.96,1.0
270.0,0.5,0.18,0.44,0.48
240.0,0.5,0.32,0.96,1.0
270.0,0.5,0.17,0.44,0.4
240.0,0.5,0.33,1.0,0.96
270.0,0.5,0.16,0.24,0.32
240.0,0.5,0.34,1.0,1.0
270.0,0.5,0.15,0.28,0.24
240.0,0.5,0.35000000000000003,1.0,1.0
270.0,0.5,0.14,0.36,0.36
240.0,0.5,0.36,1.0,1.0
270.0,0.5,0.13,0.24,0.32
240.0,0.5,0.37,1.0,1.0
270.0,0.5,0.12,0.12,0.2
240.0,0.5,0.38,1.0,1.0
270.0,0.5,0.11,0.2,0.2
240.0,0.5,0.39,1.0,1.0
270.0,0.5,0.1,0.04,0.04
240.0,0.5,0.4,1.0,1.0
270.0,0.5,0.09,0.12,0.2
240.0,0.5,0.41000000000000003,1.0,1.0
270.0,0.5,0.08,0.16,0.16
240.0,0.5,0.42,1.0,1.0
270.0,0.5,0.07,0.0,0.08
240.0,0.5,0.43,1.0,1.0
270.0,0.5,0.06,0.08,0.04
240.0,0.5,0.44,1.0,1.0
270.0,0.5,0.05,0.04,0.04
240.0,0.5,0.45,1.0,1.0
270.0,0.5,0.04,0.0,0.0
240.0,0.5,0.46,1.0,1.0
270.0,0.5,0.03,0.04,0.08
240.0,0.5,0.47000000000000003,1.0,1.0
270.0,0.5,0.02,0.16,0.04
240.0,0.5,0.48,1.0,1.0
270.0,0.5,0.01,0.04,0.04
240.0,0.5,0.49,1.0,1.0
270.0,0.5,0.0,0.0,0.0
240.0,0.5,0.5,1.0,1.0
260.0,0.5,0.5,1.0,1.0
250.0,0.5,0.0,0.12,0.12
260.0,0.5,0.49,1.0,1.0
250.0,0.5,0.01,0.0,0.04
260.0,0.5,0.48,1.0,1.0
250.0,0.5,0.02,0.16,0.2
260.0,0.5,0.47000000000000003,1.0,1.0
250.0,0.5,0.03,0.0,0.04
260.0,0.5,0.46,1.0,1.0
250.0,0.5,0.04,0.12,0.16
260.0,0.5,0.45,1.0,1.0
250.0,0.5,0.05,0.0,0.0
260.0,0.5,0.44,1.0,1.0
250.0,0.5,0.06,0.12,0.08
260.0,0.5,0.43,1.0,1.0
250.0,0.5,0.07,0.16,0.2
260.0,0.5,0.42,1.0,1.0
250.0,0.5,0.08,0.04,0.12
260.0,0.5,0.41000000000000003,1.0,1.0
250.0,0.5,0.09,0.16,0.16
260.0,0.5,0.4,1.0,1.0
250.0,0.5,0.1,0.04,0.12
260.0,0.5,0.39,1.0,1.0
250.0,0.5,0.11,0.12,0.08
260.0,0.5,0.38,1.0,1.0
250.0,0.5,0.12,0.2,0.12
260.0,0.5,0.37,1.0,1.0
250.0,0.5,0.13,0.16,0.2
260.0,0.5,0.36,0.96,1.0
250.0,0.5,0.14,0.16,0.36
260.0,0.5,0.35000000000000003,1.0,1.0
250.0,0.5,0.15,0.36,0.32
260.0,0.5,0.34,0.96,0.96
250.0,0.5,0.16,0.28,0.28
260.0,0.5,0.33,1.0,1.0
250.0,0.5,0.17,0.32,0.4
260.0,0.5,0.32,0.96,1.0
250.0,0.5,0.18,0.36,0.48
260.0,0.5,0.31,1.0,1.0
250.0,0.5,0.19,0.44,0.52
260.0,0.5,0.3,0.92,0.88
250.0,0.5,0.2,0.44,0.56
260.0,0.5,0.29,0.88,0.96
250.0,0.5,0.21,0.56,0.52
260.0,0.5,0.28,0.96,1.0
250.0,0.5,0.22,0.64,0.76
260.0,0.5,0.27,0.88,0.92
250.0,0.5,0.23,0.76,0.92
260.0,0.5,0.26,0.92,1.0
250.0,0.5,0.24,0.64,0.76
260.0,0.5,0.25,0.8,0.8
250.0,0.5,0.25,0.84,1.0
260.0,0.5,0.24,0.92,0.92
250.0,0.5,0.26,0.8,0.92
260.0,0.5,0.23,0.68,0.72
250.0,0.5,0.27,0.88,0.88
260.0,0.5,0.22,0.52,0.6
250.0,0.5,0.28,0.96,0.96
260.0,0.5,0.21,0.56,0.68
250.0,0.5,0.29,0.88,0.96
260.0,0.5,0.2,0.44,0.48
250.0,0.5,0.3,0.92,0.96
260.0,0.5,0.19,0.6,0.64
250.0,0.5,0.31,0.88,0.96
260.0,0.5,0.18,0.56,0.44
250.0,0.5,0.32,1.0,1.0
260.0,0.5,0.17,0.44,0.4
250.0,0.5,0.33,1.0,1.0
260.0,0.5,0.16,0.24,0.36
250.0,0.5,0.34,1.0,0.96
260.0,0.5,0.15,0.44,0.44
250.0,0.5,0.35000000000000003,1.0,1.0
260.0,0.5,0.14,0.32,0.32
250.0,0.5,0.36,1.0,1.0
260.0,0.5,0.13,0.28,0.16
250.0,0.5,0.37,1.0,1.0
260.0,0.5,0.12,0.08,0.04
250.0,0.5,0.38,1.0,1.0
260.0,0.5,0.11,0.16,0.2
250.0,0.5,0.39,1.0,1.0
260.0,0.5,0.1,0.12,0.12
250.0,0.5,0.4,1.0,1.0
260.0,0.5,0.09,0.12,0.16
250.0,0.5,0.41000000000000003,1.0,1.0
260.0,0.5,0.08,0.16,0.04
250.0,0.5,0.42,1.0,1.0
260.0,0.5,0.07,0.04,0.0
250.0,0.5,0.43,1.0,1.0
260.0,0.5,0.06,0.04,0.12
250.0,0.5,0.44,1.0,1.0
260.0,0.5,0.05,0.12,0.12
250.0,0.5,0.45,1.0,1.0
260.0,0.5,0.04,0.04,0.04
250.0,0.5,0.46,1.0,1.0
260.0,0.5,0.03,0.04,0.04
250.0,0.5,0.47000000000000003,1.0,1.0
260.0,0.5,0.02,0.08,0.16
250.0,0.5,0.48,1.0,1.0
260.0,0.5,0.01,0.12,0.16
250.0,0.5,0.49,1.0,1.0
260.0,0.5,0.0,0.12,0.16
250.0,0.5,0.5,1.0,1.0
