,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
1809,MWW,0.333,20,Weighted,SSBM,0.07,0.0025514701644346145
1810,PT,0.333,20,Weighted,SSBM,0.04,0.0019595917942265427
1811,WT,0.333,20,Weighted,SSBM,0.09,0.0028618176042508377
1812,MWW,0.444,20,Weighted,SSBM,0.09,0.002861817604250837
1813,PT,0.444,20,Weighted,SSBM,0.11,0.0031288975694324034
1814,WT,0.444,20,Weighted,SSBM,0.09,0.0028618176042508377
1815,MWW,0.556,20,Weighted,SSBM,0.15,0.003570714214271425
1816,PT,0.556,20,Weighted,SSBM,0.15,0.003570714214271425
1817,WT,0.556,20,Weighted,SSBM,0.19,0.003923009049186607
1818,MWW,0.667,20,Weighted,SSBM,0.18,0.0038418745424597094
1819,PT,0.667,20,Weighted,SSBM,0.11,0.0031288975694324034
1820,WT,0.667,20,Weighted,SSBM,0.18,0.0038418745424597094
1821,MWW,0.778,20,Weighted,SSBM,0.31,0.00462493243193887
1822,PT,0.778,20,Weighted,SSBM,0.29,0.004537620521815371
1823,WT,0.778,20,Weighted,SSBM,0.33,0.004702127178203498
1824,MWW,0.889,20,Weighted,SSBM,0.63,0.004828043081829324
1825,PT,0.889,20,Weighted,SSBM,0.5,0.005
1826,WT,0.889,20,Weighted,SSBM,0.63,0.004828043081829324
1827,MWW,1.0,20,Weighted,SSBM,0.85,0.003570714214271425
1828,PT,1.0,20,Weighted,SSBM,0.68,0.00466476151587624
1829,WT,1.0,20,Weighted,SSBM,0.77,0.0042083250825001636
1830,MWW,0.0,29,Weighted,SSBM,0.09,0.0028618176042508377
1831,PT,0.0,29,Weighted,SSBM,0.06,0.0023748684174075834
1832,WT,0.0,29,Weighted,SSBM,0.08,0.002712931993250107
1833,MWW,0.111,29,Weighted,SSBM,0.03,0.0017058722109231984
1834,PT,0.111,29,Weighted,SSBM,0.05,0.0021794494717703367
1835,WT,0.111,29,Weighted,SSBM,0.03,0.0017058722109231984
1836,MWW,0.222,29,Weighted,SSBM,0.04,0.0019595917942265427
1837,PT,0.222,29,Weighted,SSBM,0.05,0.0021794494717703367
1838,WT,0.222,29,Weighted,SSBM,0.06,0.0023748684174075834
1839,MWW,0.333,29,Weighted,SSBM,0.05,0.0021794494717703367
1840,PT,0.333,29,Weighted,SSBM,0.04,0.0019595917942265427
1841,WT,0.333,29,Weighted,SSBM,0.05,0.0021794494717703367
1842,MWW,0.444,29,Weighted,SSBM,0.14,0.0034698703145794947
1843,PT,0.444,29,Weighted,SSBM,0.11,0.003128897569432403
1844,WT,0.444,29,Weighted,SSBM,0.13,0.0033630343441600472
1845,MWW,0.556,29,Weighted,SSBM,0.22,0.004142463035441597
1846,PT,0.556,29,Weighted,SSBM,0.17,0.00375632799419859
1847,WT,0.556,29,Weighted,SSBM,0.25,0.004330127018922193
1848,MWW,0.667,29,Weighted,SSBM,0.52,0.004995998398718718
1849,PT,0.667,29,Weighted,SSBM,0.37,0.004828043081829324
1850,WT,0.667,29,Weighted,SSBM,0.52,0.0049959983987187175
1851,MWW,0.778,29,Weighted,SSBM,0.61,0.0048774993593028795
1852,PT,0.778,29,Weighted,SSBM,0.53,0.004990991885387112
1853,WT,0.778,29,Weighted,SSBM,0.6,0.004898979485566357
1854,MWW,0.889,29,Weighted,SSBM,0.88,0.0032496153618543845
1855,PT,0.889,29,Weighted,SSBM,0.76,0.004270831300812525
1856,WT,0.889,29,Weighted,SSBM,0.87,0.0033630343441600472
1857,MWW,1.0,29,Weighted,SSBM,0.99,0.00099498743710662
1858,PT,1.0,29,Weighted,SSBM,0.97,0.0017058722109231984
1859,WT,1.0,29,Weighted,SSBM,0.97,0.0017058722109231984
1860,MWW,0.0,38,Weighted,SSBM,0.02,0.0013999999999999998
1861,PT,0.0,38,Weighted,SSBM,0.05,0.0021794494717703367
1862,WT,0.0,38,Weighted,SSBM,0.02,0.0013999999999999998
1863,MWW,0.111,38,Weighted,SSBM,0.03,0.0017058722109231984
1864,PT,0.111,38,Weighted,SSBM,0.05,0.0021794494717703367
1865,WT,0.111,38,Weighted,SSBM,0.03,0.0017058722109231984
1866,MWW,0.222,38,Weighted,SSBM,0.07,0.002551470164434615
1867,PT,0.222,38,Weighted,SSBM,0.09,0.002861817604250837
1868,WT,0.222,38,Weighted,SSBM,0.05,0.0021794494717703367
1869,MWW,0.333,38,Weighted,SSBM,0.06,0.0023748684174075834
1870,PT,0.333,38,Weighted,SSBM,0.1,0.0030000000000000005
1871,WT,0.333,38,Weighted,SSBM,0.06,0.0023748684174075834
1872,MWW,0.444,38,Weighted,SSBM,0.16,0.0036660605559646724
1873,PT,0.444,38,Weighted,SSBM,0.14,0.003469870314579494
1874,WT,0.444,38,Weighted,SSBM,0.16,0.003666060555964672
1875,MWW,0.556,38,Weighted,SSBM,0.4,0.004898979485566356
1876,PT,0.556,38,Weighted,SSBM,0.3,0.00458257569495584
1877,WT,0.556,38,Weighted,SSBM,0.36,0.0048
1878,MWW,0.667,38,Weighted,SSBM,0.72,0.004489988864128729
1879,PT,0.667,38,Weighted,SSBM,0.51,0.004998999899979995
1880,WT,0.667,38,Weighted,SSBM,0.69,0.004624932431938871
1881,MWW,0.778,38,Weighted,SSBM,0.89,0.003128897569432403
1882,PT,0.778,38,Weighted,SSBM,0.76,0.004270831300812524
1883,WT,0.778,38,Weighted,SSBM,0.84,0.0036660605559646724
1884,MWW,0.889,38,Weighted,SSBM,0.99,0.00099498743710662
1885,PT,0.889,38,Weighted,SSBM,0.96,0.0019595917942265427
1886,WT,0.889,38,Weighted,SSBM,0.97,0.001705872210923198
1887,MWW,1.0,38,Weighted,SSBM,1.0,0.0
1888,PT,1.0,38,Weighted,SSBM,1.0,0.0
1889,WT,1.0,38,Weighted,SSBM,1.0,0.0
1890,MWW,0.0,47,Weighted,SSBM,0.04,0.0019595917942265427
1891,PT,0.0,47,Weighted,SSBM,0.05,0.0021794494717703367
1892,WT,0.0,47,Weighted,SSBM,0.04,0.0019595917942265427
1893,MWW,0.111,47,Weighted,SSBM,0.03,0.0017058722109231984
1894,PT,0.111,47,Weighted,SSBM,0.06,0.0023748684174075834
1895,WT,0.111,47,Weighted,SSBM,0.03,0.0017058722109231984
1896,MWW,0.222,47,Weighted,SSBM,0.03,0.0017058722109231984
1897,PT,0.222,47,Weighted,SSBM,0.01,0.00099498743710662
1898,WT,0.222,47,Weighted,SSBM,0.04,0.0019595917942265423
1899,MWW,0.333,47,Weighted,SSBM,0.1,0.003
1900,PT,0.333,47,Weighted,SSBM,0.09,0.002861817604250837
1901,WT,0.333,47,Weighted,SSBM,0.09,0.002861817604250837
1902,MWW,0.444,47,Weighted,SSBM,0.2,0.004
1903,PT,0.444,47,Weighted,SSBM,0.14,0.0034698703145794947
1904,WT,0.444,47,Weighted,SSBM,0.19,0.003923009049186607
1905,MWW,0.556,47,Weighted,SSBM,0.64,0.0048000000000000004
1906,PT,0.556,47,Weighted,SSBM,0.42,0.004935585071701228
1907,WT,0.556,47,Weighted,SSBM,0.61,0.0048774993593028795
1908,MWW,0.667,47,Weighted,SSBM,0.87,0.0033630343441600472
1909,PT,0.667,47,Weighted,SSBM,0.73,0.0044395945760846225
1910,WT,0.667,47,Weighted,SSBM,0.83,0.00375632799419859
1911,MWW,0.778,47,Weighted,SSBM,0.99,0.00099498743710662
1912,PT,0.778,47,Weighted,SSBM,0.89,0.0031288975694324034
1913,WT,0.778,47,Weighted,SSBM,0.98,0.0013999999999999998
1914,MWW,0.889,47,Weighted,SSBM,1.0,0.0
1915,PT,0.889,47,Weighted,SSBM,0.99,0.00099498743710662
1916,WT,0.889,47,Weighted,SSBM,1.0,0.0
1917,MWW,1.0,47,Weighted,SSBM,1.0,0.0
1918,PT,1.0,47,Weighted,SSBM,1.0,0.0
1919,WT,1.0,47,Weighted,SSBM,1.0,0.0
1920,MWW,0.0,56,Weighted,SSBM,0.03,0.001705872210923198
1921,PT,0.0,56,Weighted,SSBM,0.05,0.0021794494717703367
1922,WT,0.0,56,Weighted,SSBM,0.05,0.0021794494717703367
1923,MWW,0.111,56,Weighted,SSBM,0.05,0.0021794494717703367
1924,PT,0.111,56,Weighted,SSBM,0.03,0.0017058722109231984
1925,WT,0.111,56,Weighted,SSBM,0.06,0.0023748684174075834
1926,MWW,0.222,56,Weighted,SSBM,0.06,0.0023748684174075834
1927,PT,0.222,56,Weighted,SSBM,0.06,0.002374868417407584
1928,WT,0.222,56,Weighted,SSBM,0.05,0.0021794494717703367
1929,MWW,0.333,56,Weighted,SSBM,0.1,0.003
1930,PT,0.333,56,Weighted,SSBM,0.08,0.002712931993250107
1931,WT,0.333,56,Weighted,SSBM,0.1,0.003
1932,MWW,0.444,56,Weighted,SSBM,0.37,0.004828043081829324
1933,PT,0.444,56,Weighted,SSBM,0.24,0.004270831300812525
1934,WT,0.444,56,Weighted,SSBM,0.35,0.004769696007084727
1935,MWW,0.556,56,Weighted,SSBM,0.65,0.004769696007084728
1936,PT,0.556,56,Weighted,SSBM,0.55,0.0049749371855331
1937,WT,0.556,56,Weighted,SSBM,0.6,0.004898979485566356
1938,MWW,0.667,56,Weighted,SSBM,0.94,0.0023748684174075834
1939,PT,0.667,56,Weighted,SSBM,0.79,0.004073082370883261
1940,WT,0.667,56,Weighted,SSBM,0.94,0.0023748684174075834
1941,MWW,0.778,56,Weighted,SSBM,1.0,0.0
1942,PT,0.778,56,Weighted,SSBM,0.97,0.0017058722109231984
1943,WT,0.778,56,Weighted,SSBM,0.99,0.00099498743710662
1944,MWW,0.889,56,Weighted,SSBM,1.0,0.0
1945,PT,0.889,56,Weighted,SSBM,1.0,0.0
1946,WT,0.889,56,Weighted,SSBM,1.0,0.0
1947,MWW,1.0,56,Weighted,SSBM,1.0,0.0
1948,PT,1.0,56,Weighted,SSBM,1.0,0.0
1949,WT,1.0,56,Weighted,SSBM,1.0,0.0
1950,MWW,0.0,64,Weighted,SSBM,0.02,0.0013999999999999998
1951,PT,0.0,64,Weighted,SSBM,0.01,0.00099498743710662
1952,WT,0.0,64,Weighted,SSBM,0.03,0.0017058722109231984
1953,MWW,0.111,64,Weighted,SSBM,0.04,0.0019595917942265427
1954,PT,0.111,64,Weighted,SSBM,0.06,0.0023748684174075834
1955,WT,0.111,64,Weighted,SSBM,0.05,0.0021794494717703367
1956,MWW,0.222,64,Weighted,SSBM,0.09,0.002861817604250837
1957,PT,0.222,64,Weighted,SSBM,0.08,0.002712931993250107
1958,WT,0.222,64,Weighted,SSBM,0.1,0.003
1959,MWW,0.333,64,Weighted,SSBM,0.18,0.0038418745424597094
1960,PT,0.333,64,Weighted,SSBM,0.12,0.0032496153618543837
1961,WT,0.333,64,Weighted,SSBM,0.16,0.0036660605559646715
1962,MWW,0.444,64,Weighted,SSBM,0.53,0.004990991885387112
1963,PT,0.444,64,Weighted,SSBM,0.34,0.004737087712930804
1964,WT,0.444,64,Weighted,SSBM,0.51,0.004998999899979995
1965,MWW,0.556,64,Weighted,SSBM,0.82,0.0038418745424597094
1966,PT,0.556,64,Weighted,SSBM,0.7,0.00458257569495584
1967,WT,0.556,64,Weighted,SSBM,0.79,0.004073082370883261
1968,MWW,0.667,64,Weighted,SSBM,0.99,0.00099498743710662
1969,PT,0.667,64,Weighted,SSBM,0.93,0.0025514701644346145
1970,WT,0.667,64,Weighted,SSBM,0.98,0.0013999999999999998
1971,MWW,0.778,64,Weighted,SSBM,1.0,0.0
1972,PT,0.778,64,Weighted,SSBM,1.0,0.0
1973,WT,0.778,64,Weighted,SSBM,1.0,0.0
1974,MWW,0.889,64,Weighted,SSBM,1.0,0.0
1975,PT,0.889,64,Weighted,SSBM,1.0,0.0
1976,WT,0.889,64,Weighted,SSBM,1.0,0.0
1977,MWW,1.0,64,Weighted,SSBM,1.0,0.0
1978,PT,1.0,64,Weighted,SSBM,1.0,0.0
1979,WT,1.0,64,Weighted,SSBM,1.0,0.0
1980,MWW,0.0,73,Weighted,SSBM,0.04,0.0019595917942265423
1981,PT,0.0,73,Weighted,SSBM,0.02,0.0013999999999999998
1982,WT,0.0,73,Weighted,SSBM,0.05,0.0021794494717703367
1983,MWW,0.111,73,Weighted,SSBM,0.06,0.0023748684174075834
1984,PT,0.111,73,Weighted,SSBM,0.04,0.0019595917942265423
1985,WT,0.111,73,Weighted,SSBM,0.06,0.0023748684174075834
1986,MWW,0.222,73,Weighted,SSBM,0.06,0.0023748684174075834
1987,PT,0.222,73,Weighted,SSBM,0.05,0.0021794494717703367
1988,WT,0.222,73,Weighted,SSBM,0.06,0.0023748684174075834
1989,MWW,0.333,73,Weighted,SSBM,0.27,0.0044395945760846225
1990,PT,0.333,73,Weighted,SSBM,0.18,0.0038418745424597094
1991,WT,0.333,73,Weighted,SSBM,0.27,0.0044395945760846225
1992,MWW,0.444,73,Weighted,SSBM,0.57,0.004950757517794625
1993,PT,0.444,73,Weighted,SSBM,0.44,0.004963869458396343
1994,WT,0.444,73,Weighted,SSBM,0.53,0.004990991885387112
1995,MWW,0.556,73,Weighted,SSBM,0.92,0.002712931993250107
1996,PT,0.556,73,Weighted,SSBM,0.79,0.00407308237088326
1997,WT,0.556,73,Weighted,SSBM,0.91,0.0028618176042508377
1998,MWW,0.667,73,Weighted,SSBM,1.0,0.0
1999,PT,0.667,73,Weighted,SSBM,0.98,0.0013999999999999998
2000,WT,0.667,73,Weighted,SSBM,0.99,0.00099498743710662
2001,MWW,0.778,73,Weighted,SSBM,1.0,0.0
2002,PT,0.778,73,Weighted,SSBM,1.0,0.0
2003,WT,0.778,73,Weighted,SSBM,1.0,0.0
2004,MWW,0.889,73,Weighted,SSBM,1.0,0.0
2005,PT,0.889,73,Weighted,SSBM,1.0,0.0
2006,WT,0.889,73,Weighted,SSBM,1.0,0.0
2007,MWW,1.0,73,Weighted,SSBM,1.0,0.0
2008,PT,1.0,73,Weighted,SSBM,1.0,0.0
2009,WT,1.0,73,Weighted,SSBM,1.0,0.0
2010,MWW,0.0,82,Weighted,SSBM,0.05,0.0021794494717703367
2011,PT,0.0,82,Weighted,SSBM,0.06,0.0023748684174075834
2012,WT,0.0,82,Weighted,SSBM,0.04,0.0019595917942265423
2013,MWW,0.111,82,Weighted,SSBM,0.02,0.0013999999999999998
2014,PT,0.111,82,Weighted,SSBM,0.04,0.0019595917942265427
2015,WT,0.111,82,Weighted,SSBM,0.04,0.0019595917942265427
2016,MWW,0.222,82,Weighted,SSBM,0.07,0.0025514701644346145
2017,PT,0.222,82,Weighted,SSBM,0.07,0.0025514701644346145
2018,WT,0.222,82,Weighted,SSBM,0.06,0.0023748684174075834
2019,MWW,0.333,82,Weighted,SSBM,0.25,0.004330127018922193
2020,PT,0.333,82,Weighted,SSBM,0.18,0.0038418745424597094
2021,WT,0.333,82,Weighted,SSBM,0.21,0.004073082370883261
2022,MWW,0.444,82,Weighted,SSBM,0.59,0.004918333050943175
2023,PT,0.444,82,Weighted,SSBM,0.44,0.0049638694583963435
2024,WT,0.444,82,Weighted,SSBM,0.59,0.004918333050943175
2025,MWW,0.556,82,Weighted,SSBM,0.91,0.002861817604250837
2026,PT,0.556,82,Weighted,SSBM,0.88,0.0032496153618543845
2027,WT,0.556,82,Weighted,SSBM,0.91,0.002861817604250837
2028,MWW,0.667,82,Weighted,SSBM,1.0,0.0
2029,PT,0.667,82,Weighted,SSBM,0.98,0.0013999999999999998
2030,WT,0.667,82,Weighted,SSBM,1.0,0.0
2031,MWW,0.778,82,Weighted,SSBM,1.0,0.0
2032,PT,0.778,82,Weighted,SSBM,1.0,0.0
2033,WT,0.778,82,Weighted,SSBM,1.0,0.0
2034,MWW,0.889,82,Weighted,SSBM,1.0,0.0
2035,PT,0.889,82,Weighted,SSBM,1.0,0.0
2036,WT,0.889,82,Weighted,SSBM,1.0,0.0
2037,MWW,1.0,82,Weighted,SSBM,1.0,0.0
2038,PT,1.0,82,Weighted,SSBM,1.0,0.0
2039,WT,1.0,82,Weighted,SSBM,1.0,0.0
2040,MWW,0.0,91,Weighted,SSBM,0.03,0.0017058722109231984
2041,PT,0.0,91,Weighted,SSBM,0.04,0.0019595917942265423
2042,WT,0.0,91,Weighted,SSBM,0.04,0.0019595917942265423
2043,MWW,0.111,91,Weighted,SSBM,0.08,0.002712931993250107
2044,PT,0.111,91,Weighted,SSBM,0.05,0.0021794494717703367
2045,WT,0.111,91,Weighted,SSBM,0.06,0.0023748684174075834
2046,MWW,0.222,91,Weighted,SSBM,0.13,0.0033630343441600472
2047,PT,0.222,91,Weighted,SSBM,0.11,0.0031288975694324034
2048,WT,0.222,91,Weighted,SSBM,0.13,0.0033630343441600472
2049,MWW,0.333,91,Weighted,SSBM,0.29,0.004537620521815371
2050,PT,0.333,91,Weighted,SSBM,0.26,0.004386342439892262
2051,WT,0.333,91,Weighted,SSBM,0.29,0.004537620521815371
2052,MWW,0.444,91,Weighted,SSBM,0.77,0.004208325082500163
2053,PT,0.444,91,Weighted,SSBM,0.53,0.004990991885387112
2054,WT,0.444,91,Weighted,SSBM,0.72,0.004489988864128729
2055,MWW,0.556,91,Weighted,SSBM,0.99,0.00099498743710662
2056,PT,0.556,91,Weighted,SSBM,0.92,0.002712931993250107
2057,WT,0.556,91,Weighted,SSBM,0.97,0.0017058722109231984
2058,MWW,0.667,91,Weighted,SSBM,1.0,0.0
2059,PT,0.667,91,Weighted,SSBM,1.0,0.0
2060,WT,0.667,91,Weighted,SSBM,1.0,0.0
2061,MWW,0.778,91,Weighted,SSBM,1.0,0.0
2062,PT,0.778,91,Weighted,SSBM,1.0,0.0
2063,WT,0.778,91,Weighted,SSBM,1.0,0.0
2064,MWW,0.889,91,Weighted,SSBM,1.0,0.0
2065,PT,0.889,91,Weighted,SSBM,1.0,0.0
2066,WT,0.889,91,Weighted,SSBM,1.0,0.0
2067,MWW,1.0,91,Weighted,SSBM,1.0,0.0
2068,PT,1.0,91,Weighted,SSBM,1.0,0.0
2069,WT,1.0,91,Weighted,SSBM,1.0,0.0
2070,MWW,0.0,100,Weighted,SSBM,0.09,0.0028618176042508377
2071,PT,0.0,100,Weighted,SSBM,0.04,0.0019595917942265427
2072,WT,0.0,100,Weighted,SSBM,0.06,0.0023748684174075834
2073,MWW,0.111,100,Weighted,SSBM,0.08,0.002712931993250107
2074,PT,0.111,100,Weighted,SSBM,0.08,0.002712931993250107
2075,WT,0.111,100,Weighted,SSBM,0.07,0.0025514701644346145
2076,MWW,0.222,100,Weighted,SSBM,0.08,0.002712931993250107
2077,PT,0.222,100,Weighted,SSBM,0.05,0.0021794494717703367
2078,WT,0.222,100,Weighted,SSBM,0.06,0.0023748684174075834
2079,MWW,0.333,100,Weighted,SSBM,0.19,0.003923009049186607
2080,PT,0.333,100,Weighted,SSBM,0.14,0.0034698703145794947
2081,WT,0.333,100,Weighted,SSBM,0.17,0.00375632799419859
2082,MWW,0.444,100,Weighted,SSBM,0.79,0.00407308237088326
2083,PT,0.444,100,Weighted,SSBM,0.59,0.004918333050943174
2084,WT,0.444,100,Weighted,SSBM,0.79,0.00407308237088326
2085,MWW,0.556,100,Weighted,SSBM,0.99,0.00099498743710662
2086,PT,0.556,100,Weighted,SSBM,0.97,0.0017058722109231984
2087,WT,0.556,100,Weighted,SSBM,0.98,0.0013999999999999998
2088,MWW,0.667,100,Weighted,SSBM,1.0,0.0
2089,PT,0.667,100,Weighted,SSBM,0.99,0.00099498743710662
2090,WT,0.667,100,Weighted,SSBM,1.0,0.0
2091,MWW,0.778,100,Weighted,SSBM,1.0,0.0
2092,PT,0.778,100,Weighted,SSBM,1.0,0.0
2093,WT,0.778,100,Weighted,SSBM,1.0,0.0
2094,MWW,0.889,100,Weighted,SSBM,1.0,0.0
2095,PT,0.889,100,Weighted,SSBM,1.0,0.0
2096,WT,0.889,100,Weighted,SSBM,1.0,0.0
2097,MWW,1.0,100,Weighted,SSBM,1.0,0.0
2098,PT,1.0,100,Weighted,SSBM,1.0,0.0
2099,WT,1.0,100,Weighted,SSBM,1.0,0.0
2700,MWW,0.0,20,Weighted,oSBM,0.03,0.001705872210923198
2701,PT,0.0,20,Weighted,oSBM,0.01,0.00099498743710662
