,Test,Effect_Size,n,Weighting,Simulation,power,power_stderr
2702,WT,0.0,20,Weighted,oSBM,0.03,0.0017058722109231984
2703,MWW,0.111,20,Weighted,oSBM,0.04,0.0019595917942265423
2704,PT,0.111,20,Weighted,oSBM,0.03,0.0017058722109231984
2705,WT,0.111,20,Weighted,oSBM,0.05,0.0021794494717703367
2706,MWW,0.222,20,Weighted,oSBM,0.09,0.002861817604250837
2707,PT,0.222,20,Weighted,oSBM,0.09,0.002861817604250837
2708,WT,0.222,20,Weighted,oSBM,0.06,0.0023748684174075834
2709,MWW,0.333,20,Weighted,oSBM,0.13,0.0033630343441600472
2710,PT,0.333,20,Weighted,oSBM,0.18,0.00384187454245971
2711,WT,0.333,20,Weighted,oSBM,0.04,0.0019595917942265423
2712,MWW,0.444,20,Weighted,oSBM,0.16,0.003666060555964672
2713,PT,0.444,20,Weighted,oSBM,0.24,0.004270831300812525
2714,WT,0.444,20,Weighted,oSBM,0.11,0.0031288975694324034
2715,MWW,0.556,20,Weighted,oSBM,0.29,0.004537620521815371
2716,PT,0.556,20,Weighted,oSBM,0.25,0.004330127018922193
2717,WT,0.556,20,Weighted,oSBM,0.12,0.0032496153618543845
2718,MWW,0.667,20,Weighted,oSBM,0.35,0.004769696007084728
2719,PT,0.667,20,Weighted,oSBM,0.45,0.0049749371855331
2720,WT,0.667,20,Weighted,oSBM,0.08,0.002712931993250107
2721,MWW,0.778,20,Weighted,oSBM,0.49,0.004998999899979995
2722,PT,0.778,20,Weighted,oSBM,0.46,0.004983974317750844
2723,WT,0.778,20,Weighted,oSBM,0.18,0.0038418745424597094
2724,MWW,0.889,20,Weighted,oSBM,0.54,0.004983974317750844
2725,PT,0.889,20,Weighted,oSBM,0.59,0.004918333050943175
2726,WT,0.889,20,Weighted,oSBM,0.2,0.004
2727,MWW,1.0,20,Weighted,oSBM,0.51,0.004998999899979995
2728,PT,1.0,20,Weighted,oSBM,0.61,0.0048774993593028795
2729,WT,1.0,20,Weighted,oSBM,0.15,0.003570714214271425
2730,MWW,0.0,29,Weighted,oSBM,0.03,0.0017058722109231984
2731,PT,0.0,29,Weighted,oSBM,0.04,0.0019595917942265427
2732,WT,0.0,29,Weighted,oSBM,0.06,0.0023748684174075834
2733,MWW,0.111,29,Weighted,oSBM,0.05,0.0021794494717703367
2734,PT,0.111,29,Weighted,oSBM,0.04,0.0019595917942265423
2735,WT,0.111,29,Weighted,oSBM,0.04,0.0019595917942265423
2736,MWW,0.222,29,Weighted,oSBM,0.16,0.0036660605559646724
2737,PT,0.222,29,Weighted,oSBM,0.17,0.00375632799419859
2738,WT,0.222,29,Weighted,oSBM,0.07,0.0025514701644346145
2739,MWW,0.333,29,Weighted,oSBM,0.27,0.0044395945760846225
2740,PT,0.333,29,Weighted,oSBM,0.23,0.004208325082500163
2741,WT,0.333,29,Weighted,oSBM,0.08,0.002712931993250107
2742,MWW,0.444,29,Weighted,oSBM,0.37,0.004828043081829324
2743,PT,0.444,29,Weighted,oSBM,0.34,0.004737087712930805
2744,WT,0.444,29,Weighted,oSBM,0.07,0.0025514701644346145
2745,MWW,0.556,29,Weighted,oSBM,0.45,0.004974937185533101
2746,PT,0.556,29,Weighted,oSBM,0.5,0.005
2747,WT,0.556,29,Weighted,oSBM,0.17,0.00375632799419859
2748,MWW,0.667,29,Weighted,oSBM,0.55,0.0049749371855331
2749,PT,0.667,29,Weighted,oSBM,0.55,0.0049749371855331
2750,WT,0.667,29,Weighted,oSBM,0.22,0.004142463035441597
2751,MWW,0.778,29,Weighted,oSBM,0.79,0.004073082370883261
2752,PT,0.778,29,Weighted,oSBM,0.79,0.004073082370883261
2753,WT,0.778,29,Weighted,oSBM,0.33,0.004702127178203498
2754,MWW,0.889,29,Weighted,oSBM,0.85,0.003570714214271425
2755,PT,0.889,29,Weighted,oSBM,0.85,0.003570714214271425
2756,WT,0.889,29,Weighted,oSBM,0.28,0.004489988864128729
2757,MWW,1.0,29,Weighted,oSBM,0.92,0.002712931993250107
2758,PT,1.0,29,Weighted,oSBM,0.94,0.0023748684174075834
2759,WT,1.0,29,Weighted,oSBM,0.36,0.0048
2760,MWW,0.0,38,Weighted,oSBM,0.05,0.0021794494717703367
2761,PT,0.0,38,Weighted,oSBM,0.05,0.0021794494717703367
2762,WT,0.0,38,Weighted,oSBM,0.03,0.0017058722109231984
2763,MWW,0.111,38,Weighted,oSBM,0.07,0.0025514701644346145
2764,PT,0.111,38,Weighted,oSBM,0.07,0.0025514701644346145
2765,WT,0.111,38,Weighted,oSBM,0.07,0.0025514701644346145
2766,MWW,0.222,38,Weighted,oSBM,0.16,0.0036660605559646715
2767,PT,0.222,38,Weighted,oSBM,0.16,0.0036660605559646724
2768,WT,0.222,38,Weighted,oSBM,0.08,0.002712931993250107
2769,MWW,0.333,38,Weighted,oSBM,0.32,0.004664761515876239
2770,PT,0.333,38,Weighted,oSBM,0.39,0.0048774993593028795
2771,WT,0.333,38,Weighted,oSBM,0.17,0.00375632799419859
2772,MWW,0.444,38,Weighted,oSBM,0.55,0.0049749371855331
2773,PT,0.444,38,Weighted,oSBM,0.54,0.004983974317750844
2774,WT,0.444,38,Weighted,oSBM,0.22,0.004142463035441597
2775,MWW,0.556,38,Weighted,oSBM,0.68,0.00466476151587624
2776,PT,0.556,38,Weighted,oSBM,0.72,0.004489988864128729
2777,WT,0.556,38,Weighted,oSBM,0.27,0.004439594576084623
2778,MWW,0.667,38,Weighted,oSBM,0.88,0.0032496153618543845
2779,PT,0.667,38,Weighted,oSBM,0.91,0.002861817604250837
2780,WT,0.667,38,Weighted,oSBM,0.35,0.004769696007084728
2781,MWW,0.778,38,Weighted,oSBM,0.94,0.0023748684174075834
2782,PT,0.778,38,Weighted,oSBM,0.93,0.002551470164434615
2783,WT,0.778,38,Weighted,oSBM,0.4,0.004898979485566357
2784,MWW,0.889,38,Weighted,oSBM,0.99,0.00099498743710662
2785,PT,0.889,38,Weighted,oSBM,1.0,0.0
2786,WT,0.889,38,Weighted,oSBM,0.5,0.005
2787,MWW,1.0,38,Weighted,oSBM,0.99,0.00099498743710662
2788,PT,1.0,38,Weighted,oSBM,1.0,0.0
2789,WT,1.0,38,Weighted,oSBM,0.58,0.004935585071701227
2790,MWW,0.0,47,Weighted,oSBM,0.01,0.00099498743710662
2791,PT,0.0,47,Weighted,oSBM,0.04,0.0019595917942265423
2792,WT,0.0,47,Weighted,oSBM,0.02,0.0013999999999999998
2793,MWW,0.111,47,Weighted,oSBM,0.1,0.003
2794,PT,0.111,47,Weighted,oSBM,0.05,0.0021794494717703367
2795,WT,0.111,47,Weighted,oSBM,0.06,0.0023748684174075834
2796,MWW,0.222,47,Weighted,oSBM,0.24,0.004270831300812524
2797,PT,0.222,47,Weighted,oSBM,0.25,0.004330127018922193
2798,WT,0.222,47,Weighted,oSBM,0.11,0.0031288975694324034
2799,MWW,0.333,47,Weighted,oSBM,0.41,0.004918333050943175
2800,PT,0.333,47,Weighted,oSBM,0.44,0.004963869458396343
2801,WT,0.333,47,Weighted,oSBM,0.09,0.0028618176042508377
2802,MWW,0.444,47,Weighted,oSBM,0.78,0.004142463035441597
2803,PT,0.444,47,Weighted,oSBM,0.75,0.004330127018922193
2804,WT,0.444,47,Weighted,oSBM,0.27,0.0044395945760846225
2805,MWW,0.556,47,Weighted,oSBM,0.81,0.003923009049186606
2806,PT,0.556,47,Weighted,oSBM,0.86,0.0034698703145794947
2807,WT,0.556,47,Weighted,oSBM,0.18,0.0038418745424597094
2808,MWW,0.667,47,Weighted,oSBM,0.95,0.0021794494717703376
2809,PT,0.667,47,Weighted,oSBM,0.97,0.0017058722109231984
2810,WT,0.667,47,Weighted,oSBM,0.44,0.004963869458396343
2811,MWW,0.778,47,Weighted,oSBM,1.0,0.0
2812,PT,0.778,47,Weighted,oSBM,1.0,0.0
2813,WT,0.778,47,Weighted,oSBM,0.6,0.004898979485566356
2814,MWW,0.889,47,Weighted,oSBM,1.0,0.0
2815,PT,0.889,47,Weighted,oSBM,1.0,0.0
2816,WT,0.889,47,Weighted,oSBM,0.71,0.004537620521815371
2817,MWW,1.0,47,Weighted,oSBM,1.0,0.0
2818,PT,1.0,47,Weighted,oSBM,1.0,0.0
2819,WT,1.0,47,Weighted,oSBM,0.79,0.00407308237088326
2820,MWW,0.0,56,Weighted,oSBM,0.07,0.0025514701644346145
2821,PT,0.0,56,Weighted,oSBM,0.05,0.0021794494717703367
2822,WT,0.0,56,Weighted,oSBM,0.07,0.0025514701644346145
2823,MWW,0.111,56,Weighted,oSBM,0.17,0.00375632799419859
2824,PT,0.111,56,Weighted,oSBM,0.19,0.003923009049186606
2825,WT,0.111,56,Weighted,oSBM,0.08,0.002712931993250107
2826,MWW,0.222,56,Weighted,oSBM,0.32,0.004664761515876239
2827,PT,0.222,56,Weighted,oSBM,0.35,0.004769696007084728
2828,WT,0.222,56,Weighted,oSBM,0.12,0.0032496153618543845
2829,MWW,0.333,56,Weighted,oSBM,0.59,0.004918333050943174
2830,PT,0.333,56,Weighted,oSBM,0.61,0.0048774993593028795
2831,WT,0.333,56,Weighted,oSBM,0.26,0.004386342439892262
2832,MWW,0.444,56,Weighted,oSBM,0.81,0.003923009049186606
2833,PT,0.444,56,Weighted,oSBM,0.86,0.0034698703145794947
2834,WT,0.444,56,Weighted,oSBM,0.34,0.004737087712930804
2835,MWW,0.556,56,Weighted,oSBM,0.93,0.002551470164434615
2836,PT,0.556,56,Weighted,oSBM,0.94,0.0023748684174075834
2837,WT,0.556,56,Weighted,oSBM,0.45,0.004974937185533101
2838,MWW,0.667,56,Weighted,oSBM,0.99,0.00099498743710662
2839,PT,0.667,56,Weighted,oSBM,1.0,0.0
2840,WT,0.667,56,Weighted,oSBM,0.63,0.004828043081829324
2841,MWW,0.778,56,Weighted,oSBM,1.0,0.0
2842,PT,0.778,56,Weighted,oSBM,1.0,0.0
2843,WT,0.778,56,Weighted,oSBM,0.68,0.00466476151587624
2844,MWW,0.889,56,Weighted,oSBM,1.0,0.0
2845,PT,0.889,56,Weighted,oSBM,1.0,0.0
2846,WT,0.889,56,Weighted,oSBM,0.84,0.0036660605559646724
2847,MWW,1.0,56,Weighted,oSBM,1.0,0.0
2848,PT,1.0,56,Weighted,oSBM,1.0,0.0
2849,WT,1.0,56,Weighted,oSBM,0.84,0.0036660605559646724
2850,MWW,0.0,64,Weighted,oSBM,0.07,0.0025514701644346145
2851,PT,0.0,64,Weighted,oSBM,0.05,0.0021794494717703367
2852,WT,0.0,64,Weighted,oSBM,0.05,0.0021794494717703367
2853,MWW,0.111,64,Weighted,oSBM,0.09,0.002861817604250837
2854,PT,0.111,64,Weighted,oSBM,0.11,0.0031288975694324034
2855,WT,0.111,64,Weighted,oSBM,0.06,0.0023748684174075834
2856,MWW,0.222,64,Weighted,oSBM,0.43,0.004950757517794625
2857,PT,0.222,64,Weighted,oSBM,0.41,0.004918333050943175
2858,WT,0.222,64,Weighted,oSBM,0.17,0.00375632799419859
2859,MWW,0.333,64,Weighted,oSBM,0.69,0.00462493243193887
2860,PT,0.333,64,Weighted,oSBM,0.67,0.004702127178203498
2861,WT,0.333,64,Weighted,oSBM,0.19,0.003923009049186606
2862,MWW,0.444,64,Weighted,oSBM,0.91,0.002861817604250837
2863,PT,0.444,64,Weighted,oSBM,0.91,0.002861817604250837
2864,WT,0.444,64,Weighted,oSBM,0.26,0.004386342439892262
2865,MWW,0.556,64,Weighted,oSBM,0.99,0.00099498743710662
2866,PT,0.556,64,Weighted,oSBM,0.99,0.00099498743710662
2867,WT,0.556,64,Weighted,oSBM,0.51,0.004998999899979995
2868,MWW,0.667,64,Weighted,oSBM,1.0,0.0
2869,PT,0.667,64,Weighted,oSBM,1.0,0.0
2870,WT,0.667,64,Weighted,oSBM,0.73,0.004439594576084623
2871,MWW,0.778,64,Weighted,oSBM,1.0,0.0
2872,PT,0.778,64,Weighted,oSBM,1.0,0.0
2873,WT,0.778,64,Weighted,oSBM,0.84,0.0036660605559646724
2874,MWW,0.889,64,Weighted,oSBM,1.0,0.0
2875,PT,0.889,64,Weighted,oSBM,1.0,0.0
2876,WT,0.889,64,Weighted,oSBM,0.95,0.0021794494717703376
2877,MWW,1.0,64,Weighted,oSBM,1.0,0.0
2878,PT,1.0,64,Weighted,oSBM,1.0,0.0
2879,WT,1.0,64,Weighted,oSBM,0.97,0.0017058722109231984
2880,MWW,0.0,73,Weighted,oSBM,0.11,0.0031288975694324034
2881,PT,0.0,73,Weighted,oSBM,0.05,0.0021794494717703367
2882,WT,0.0,73,Weighted,oSBM,0.06,0.0023748684174075834
2883,MWW,0.111,73,Weighted,oSBM,0.17,0.00375632799419859
2884,PT,0.111,73,Weighted,oSBM,0.2,0.004
2885,WT,0.111,73,Weighted,oSBM,0.12,0.0032496153618543837
2886,MWW,0.222,73,Weighted,oSBM,0.55,0.0049749371855331
2887,PT,0.222,73,Weighted,oSBM,0.57,0.004950757517794625
2888,WT,0.222,73,Weighted,oSBM,0.2,0.004
2889,MWW,0.333,73,Weighted,oSBM,0.78,0.004142463035441597
2890,PT,0.333,73,Weighted,oSBM,0.84,0.0036660605559646724
2891,WT,0.333,73,Weighted,oSBM,0.25,0.004330127018922193
2892,MWW,0.444,73,Weighted,oSBM,0.94,0.0023748684174075834
2893,PT,0.444,73,Weighted,oSBM,0.98,0.0013999999999999998
2894,WT,0.444,73,Weighted,oSBM,0.54,0.004983974317750844
2895,MWW,0.556,73,Weighted,oSBM,1.0,0.0
2896,PT,0.556,73,Weighted,oSBM,0.99,0.00099498743710662
2897,WT,0.556,73,Weighted,oSBM,0.68,0.00466476151587624
2898,MWW,0.667,73,Weighted,oSBM,1.0,0.0
2899,PT,0.667,73,Weighted,oSBM,1.0,0.0
2900,WT,0.667,73,Weighted,oSBM,0.83,0.00375632799419859
2901,MWW,0.778,73,Weighted,oSBM,1.0,0.0
2902,PT,0.778,73,Weighted,oSBM,1.0,0.0
2903,WT,0.778,73,Weighted,oSBM,0.9,0.003
2904,MWW,0.889,73,Weighted,oSBM,1.0,0.0
2905,PT,0.889,73,Weighted,oSBM,1.0,0.0
2906,WT,0.889,73,Weighted,oSBM,1.0,0.0
2907,MWW,1.0,73,Weighted,oSBM,1.0,0.0
2908,PT,1.0,73,Weighted,oSBM,1.0,0.0
2909,WT,1.0,73,Weighted,oSBM,0.99,0.00099498743710662
2910,MWW,0.0,82,Weighted,oSBM,0.04,0.0019595917942265427
2911,PT,0.0,82,Weighted,oSBM,0.06,0.0023748684174075834
2912,WT,0.0,82,Weighted,oSBM,0.02,0.0013999999999999998
2913,MWW,0.111,82,Weighted,oSBM,0.18,0.0038418745424597094
2914,PT,0.111,82,Weighted,oSBM,0.19,0.003923009049186607
2915,WT,0.111,82,Weighted,oSBM,0.06,0.0023748684174075834
2916,MWW,0.222,82,Weighted,oSBM,0.6,0.004898979485566356
2917,PT,0.222,82,Weighted,oSBM,0.61,0.0048774993593028795
2918,WT,0.222,82,Weighted,oSBM,0.22,0.004142463035441597
2919,MWW,0.333,82,Weighted,oSBM,0.89,0.0031288975694324034
2920,PT,0.333,82,Weighted,oSBM,0.92,0.002712931993250107
2921,WT,0.333,82,Weighted,oSBM,0.37,0.004828043081829324
2922,MWW,0.444,82,Weighted,oSBM,1.0,0.0
2923,PT,0.444,82,Weighted,oSBM,1.0,0.0
2924,WT,0.444,82,Weighted,oSBM,0.61,0.0048774993593028795
2925,MWW,0.556,82,Weighted,oSBM,1.0,0.0
2926,PT,0.556,82,Weighted,oSBM,1.0,0.0
2927,WT,0.556,82,Weighted,oSBM,0.68,0.00466476151587624
2928,MWW,0.667,82,Weighted,oSBM,1.0,0.0
2929,PT,0.667,82,Weighted,oSBM,1.0,0.0
2930,WT,0.667,82,Weighted,oSBM,0.86,0.0034698703145794947
2931,MWW,0.778,82,Weighted,oSBM,1.0,0.0
2932,PT,0.778,82,Weighted,oSBM,1.0,0.0
2933,WT,0.778,82,Weighted,oSBM,0.95,0.0021794494717703376
2934,MWW,0.889,82,Weighted,oSBM,1.0,0.0
2935,PT,0.889,82,Weighted,oSBM,1.0,0.0
2936,WT,0.889,82,Weighted,oSBM,1.0,0.0
2937,MWW,1.0,82,Weighted,oSBM,1.0,0.0
2938,PT,1.0,82,Weighted,oSBM,1.0,0.0
2939,WT,1.0,82,Weighted,oSBM,1.0,0.0
2940,MWW,0.0,91,Weighted,oSBM,0.09,0.0028618176042508377
2941,PT,0.0,91,Weighted,oSBM,0.05,0.0021794494717703367
2942,WT,0.0,91,Weighted,oSBM,0.09,0.002861817604250837
2943,MWW,0.111,91,Weighted,oSBM,0.24,0.004270831300812525
2944,PT,0.111,91,Weighted,oSBM,0.24,0.004270831300812525
2945,WT,0.111,91,Weighted,oSBM,0.13,0.0033630343441600472
2946,MWW,0.222,91,Weighted,oSBM,0.66,0.004737087712930805
2947,PT,0.222,91,Weighted,oSBM,0.65,0.004769696007084728
2948,WT,0.222,91,Weighted,oSBM,0.21,0.004073082370883261
2949,MWW,0.333,91,Weighted,oSBM,0.97,0.0017058722109231984
2950,PT,0.333,91,Weighted,oSBM,0.98,0.0013999999999999998
2951,WT,0.333,91,Weighted,oSBM,0.48,0.0049959983987187175
2952,MWW,0.444,91,Weighted,oSBM,1.0,0.0
2953,PT,0.444,91,Weighted,oSBM,1.0,0.0
2954,WT,0.444,91,Weighted,oSBM,0.56,0.004963869458396343
2955,MWW,0.556,91,Weighted,oSBM,1.0,0.0
2956,PT,0.556,91,Weighted,oSBM,1.0,0.0
2957,WT,0.556,91,Weighted,oSBM,0.9,0.003
2958,MWW,0.667,91,Weighted,oSBM,1.0,0.0
2959,PT,0.667,91,Weighted,oSBM,1.0,0.0
2960,WT,0.667,91,Weighted,oSBM,0.89,0.0031288975694324034
2961,MWW,0.778,91,Weighted,oSBM,1.0,0.0
2962,PT,0.778,91,Weighted,oSBM,1.0,0.0
2963,WT,0.778,91,Weighted,oSBM,0.97,0.0017058722109231984
2964,MWW,0.889,91,Weighted,oSBM,1.0,0.0
2965,PT,0.889,91,Weighted,oSBM,1.0,0.0
2966,WT,0.889,91,Weighted,oSBM,1.0,0.0
2967,MWW,1.0,91,Weighted,oSBM,1.0,0.0
2968,PT,1.0,91,Weighted,oSBM,1.0,0.0
2969,WT,1.0,91,Weighted,oSBM,1.0,0.0
2970,MWW,0.0,100,Weighted,oSBM,0.03,0.001705872210923198
2971,PT,0.0,100,Weighted,oSBM,0.05,0.0021794494717703367
2972,WT,0.0,100,Weighted,oSBM,0.08,0.002712931993250107
2973,MWW,0.111,100,Weighted,oSBM,0.21,0.004073082370883261
2974,PT,0.111,100,Weighted,oSBM,0.18,0.00384187454245971
2975,WT,0.111,100,Weighted,oSBM,0.06,0.0023748684174075834
2976,MWW,0.222,100,Weighted,oSBM,0.69,0.00462493243193887
2977,PT,0.222,100,Weighted,oSBM,0.72,0.004489988864128729
2978,WT,0.222,100,Weighted,oSBM,0.19,0.003923009049186607
2979,MWW,0.333,100,Weighted,oSBM,0.98,0.0013999999999999998
2980,PT,0.333,100,Weighted,oSBM,0.99,0.00099498743710662
2981,WT,0.333,100,Weighted,oSBM,0.47,0.004990991885387112
2982,MWW,0.444,100,Weighted,oSBM,1.0,0.0
2983,PT,0.444,100,Weighted,oSBM,1.0,0.0
2984,WT,0.444,100,Weighted,oSBM,0.77,0.004208325082500163
2985,MWW,0.556,100,Weighted,oSBM,1.0,0.0
2986,PT,0.556,100,Weighted,oSBM,1.0,0.0
2987,WT,0.556,100,Weighted,oSBM,0.91,0.0028618176042508377
2988,MWW,0.667,100,Weighted,oSBM,1.0,0.0
2989,PT,0.667,100,Weighted,oSBM,1.0,0.0
2990,WT,0.667,100,Weighted,oSBM,0.98,0.0013999999999999998
2991,MWW,0.778,100,Weighted,oSBM,1.0,0.0
2992,PT,0.778,100,Weighted,oSBM,1.0,0.0
2993,WT,0.778,100,Weighted,oSBM,0.99,0.00099498743710662
2994,MWW,0.889,100,Weighted,oSBM,1.0,0.0
2995,PT,0.889,100,Weighted,oSBM,1.0,0.0
2996,WT,0.889,100,Weighted,oSBM,1.0,0.0
2997,MWW,1.0,100,Weighted,oSBM,1.0,0.0
2998,PT,1.0,100,Weighted,oSBM,1.0,0.0
2999,WT,1.0,100,Weighted,oSBM,1.0,0.0
